0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.17711903129997716,0.15644276901987664,0.13399588759424264,0.10492346355951565,0.08790267306374229,0.07430888736577565,0.058259081562714185,0.049748686314827505,0.039924605894448253,0.02952935800776788,0.022732465158784555,0.018391592414896046,0.014736120630568882,0.009538496687228696,0.008110578021475896,0.0054832076764907475,0.0035983550376970526,0.0025702535983550376,0.001256568425862463,0.0009138679460817912,0.0003427004797806717,0.0001142334932602239,5.711674663011195e-05
0.0,0.18016463090812534,0.15500531067445567,0.13011152416356878,0.10568242166755178,0.0923393520977164,0.07461497610196495,0.060342538502389804,0.048327137546468404,0.037772172065852365,0.030337227827934146,0.02290228359001593,0.018786510886882633,0.013807753584705257,0.01088688263409453,0.006771109930961232,0.004978757302177376,0.0034519383961763143,0.0019251194901752523,0.0006638343069569836,0.0005974508762612852,0.0003983005841741901,0.0001327668613913967,0.0
0.0,0.17580949386985226,0.14783087079534737,0.13242690977679974,0.10491983652939327,0.09399559886828042,0.077648538195536,0.06027978623074505,0.04762653253693807,0.041260609871109716,0.031515246777742846,0.024127632819867965,0.01886199308393587,0.015561144294247093,0.009823954731216599,0.006680289217227287,0.0038509902546369065,0.0030650738761395786,0.0022005658597925182,0.0016504243948443885,0.00047154982709839675,0.00039295818924866394,0.0,0.0
0.0,0.17582312404287903,0.15648928024502298,0.12002297090352221,0.10614471669218989,0.09312787136294028,0.07877105666156202,0.06125574272588055,0.05436447166921899,0.03713629402756508,0.03139356814701378,0.02335375191424196,0.01856814701378254,0.01292113323124043,0.010719754977029096,0.007369831546707504,0.0049770290964777945,0.0033499234303215925,0.0017228177641653904,0.001052833078101072,0.0007656967840735069,0.0002871362940275651,0.00038284839203675346,0.0
0.0,0.17063046892528608,0.15604666816244112,0.13327350235584473,0.11263181512227956,0.08525914292124748,0.07392865155934485,0.06405654027372672,0.04947273951088176,0.036683868072694636,0.028045770697778773,0.0237828135517164,0.02019295490240072,0.015593448507965,0.01099394211352928,0.007964998878169172,0.0042629571460623735,0.0032533094009423377,0.0019071124074489566,0.0007852815795378057,0.0006730984967466906,0.0004487323311644604,0.0001121830827911151,0.0
0.0,0.18479720655385443,0.15108783239323126,0.1324200913242009,0.10354552780016116,0.09347300564061241,0.0770883695944131,0.054525919957023904,0.05143701316142896,0.04069298952457696,0.030486167069567555,0.021488047273704004,0.0158474348643567,0.012087026591458501,0.010744023636852002,0.0077894171367177,0.0045662100456621,0.0032232070910556,0.00201450443190975,0.00147730325006715,0.0006715014773032501,0.00026860059092130003,0.00013430029546065002,0.00013430029546065002
0.0,0.18636594878751908,0.15024588773952857,0.13023571307444462,0.1061556723757843,0.08716296421909446,0.07597083262675937,0.057826013227064606,0.04731219264032559,0.03951161607597083,0.02950652874342886,0.024927929455655418,0.020349330167881974,0.014583686620315414,0.011700864846532134,0.0062743768017636085,0.0044090215363744275,0.0028828217737832795,0.002034933016788197,0.0013566220111921317,0.0008478887569950823,0.0003391555027980329,0.0,0.0
0.0,0.17495921696574226,0.16068515497553018,0.12622349102773248,0.10950244698205547,0.091557911908646,0.07218597063621533,0.06015497553017945,0.05118270799347471,0.0367047308319739,0.03181076672104405,0.02426590538336052,0.018148450244698206,0.01264274061990212,0.011827079934747145,0.007544861337683523,0.003466557911908646,0.0028548123980424145,0.0016313213703099511,0.001835236541598695,0.0002039151712887439,0.0006117455138662316,0.0,0.0
0.0,0.17816390041493776,0.14782157676348548,0.11799792531120332,0.1071058091286307,0.09465767634854771,0.07883817427385892,0.05990663900414938,0.05679460580912863,0.03656639004149378,0.03319502074688797,0.026192946058091287,0.01945020746887967,0.01504149377593361,0.008558091286307055,0.005964730290456431,0.004149377593360996,0.0025933609958506223,0.0028526970954356845,0.00233402489626556,0.001037344398340249,0.0007780082987551867,0.0,0.0
0.0,0.16699475065616798,0.14534120734908137,0.13517060367454067,0.10301837270341208,0.08366141732283465,0.08136482939632546,0.06758530183727034,0.05249343832020997,0.03871391076115486,0.03510498687664042,0.02066929133858268,0.01968503937007874,0.017388451443569555,0.011482939632545932,0.007217847769028871,0.004921259842519685,0.002952755905511811,0.0032808398950131233,0.001968503937007874,0.000984251968503937,0.0,0.0,0.0
0.0,0.18847487001733101,0.15121317157712305,0.12001733102253033,0.10528596187175043,0.09662045060658579,0.06412478336221837,0.05849220103986135,0.053292894280762566,0.043760831889081454,0.03552859618717504,0.026863084922010397,0.012131715771230503,0.014731369150779897,0.01169844020797227,0.005199306759098787,0.005199306759098787,0.005199306759098787,0.0012998266897746968,0.0,0.0004332755632582322,0.0004332755632582322,0.0,0.0
