estacionid,fecha,tempaire
ABASOLO,2020/07/24 00:00:00,27.500
ABASOLO,2020/07/24 01:00:00,27.200
ABASOLO,2020/07/24 02:00:00,26.900
ABASOLO,2020/07/24 03:00:00,26.400
ABASOLO,2020/07/24 04:00:00,25.900
ABASOLO,2020/07/24 05:00:00,25.600
ABASOLO,2020/07/24 06:00:00,25.400
ABASOLO,2020/07/24 07:00:00,25.800
ABASOLO,2020/07/24 08:00:00,27.900
ABASOLO,2020/07/24 09:00:00,31.400
ABASOLO,2020/07/24 10:00:00,33.200
ABASOLO,2020/07/24 11:00:00,36.100
ABASOLO,2020/07/24 12:00:00,36.500
ABASOLO,2020/07/24 13:00:00,37.200
ABASOLO,2020/07/24 14:00:00,40.000
ABASOLO,2020/07/24 15:00:00,39.700
ABASOLO,2020/07/24 16:00:00,37.900
ABASOLO,2020/07/24 17:00:00,36.400
ABASOLO,2020/07/24 18:00:00,34.700
ACAPONETA,2020/07/24 00:00:00,27.600
ACAPONETA,2020/07/24 00:10:00,27.500
ACAPONETA,2020/07/24 00:20:00,27.400
ACAPONETA,2020/07/24 00:30:00,27.300
ACAPONETA,2020/07/24 00:40:00,27.200
ACAPONETA,2020/07/24 00:50:00,27.000
ACAPONETA,2020/07/24 01:00:00,26.800
ACAPONETA,2020/07/24 01:10:00,26.500
ACAPONETA,2020/07/24 01:20:00,26.400
ACAPONETA,2020/07/24 01:30:00,26.500
ACAPONETA,2020/07/24 01:40:00,26.600
ACAPONETA,2020/07/24 01:50:00,26.500
ACAPONETA,2020/07/24 02:00:00,26.500
ACAPONETA,2020/07/24 02:10:00,26.400
ACAPONETA,2020/07/24 02:20:00,26.300
ACAPONETA,2020/07/24 02:30:00,26.100
ACAPONETA,2020/07/24 02:40:00,25.900
ACAPONETA,2020/07/24 02:50:00,25.800
ACAPONETA,2020/07/24 03:00:00,25.500
ACAPONETA,2020/07/24 03:10:00,25.500
ACAPONETA,2020/07/24 03:20:00,25.300
ACAPONETA,2020/07/24 03:30:00,25.300
ACAPONETA,2020/07/24 03:40:00,25.400
ACAPONETA,2020/07/24 03:50:00,25.300
ACAPONETA,2020/07/24 04:00:00,25.200
ACAPONETA,2020/07/24 04:10:00,25.200
ACAPONETA,2020/07/24 04:20:00,25.200
ACAPONETA,2020/07/24 04:30:00,25.100
ACAPONETA,2020/07/24 04:40:00,25.200
ACAPONETA,2020/07/24 04:50:00,25.200
ACAPONETA,2020/07/24 05:00:00,25.100
ACAPONETA,2020/07/24 05:10:00,25.100
ACAPONETA,2020/07/24 05:20:00,25.000
ACAPONETA,2020/07/24 05:30:00,25.000
ACAPONETA,2020/07/24 05:40:00,24.900
ACAPONETA,2020/07/24 05:50:00,24.900
ACAPONETA,2020/07/24 06:00:00,24.900
ACAPONETA,2020/07/24 06:10:00,24.900
ACAPONETA,2020/07/24 06:20:00,25.100
ACAPONETA,2020/07/24 06:30:00,25.100
ACAPONETA,2020/07/24 06:40:00,25.100
ACAPONETA,2020/07/24 06:50:00,25.100
ACAPONETA,2020/07/24 07:00:00,25.200
ACAPONETA,2020/07/24 07:10:00,25.300
ACAPONETA,2020/07/24 07:20:00,25.500
ACAPONETA,2020/07/24 07:30:00,25.700
ACAPONETA,2020/07/24 07:40:00,26.100
ACAPONETA,2020/07/24 07:50:00,26.500
ACAPONETA,2020/07/24 08:00:00,26.900
ACAPONETA,2020/07/24 08:10:00,27.100
ACAPONETA,2020/07/24 08:20:00,27.200
ACAPONETA,2020/07/24 08:30:00,27.600
ACAPONETA,2020/07/24 08:40:00,27.800
ACAPONETA,2020/07/24 08:50:00,27.800
ACAPONETA,2020/07/24 09:00:00,27.900
ACAPONETA,2020/07/24 09:10:00,28.300
ACAPONETA,2020/07/24 09:20:00,29.000
ACAPONETA,2020/07/24 09:30:00,29.600
ACAPONETA,2020/07/24 09:40:00,30.200
ACAPONETA,2020/07/24 09:50:00,30.500
ACAPONETA,2020/07/24 10:00:00,30.700
ACAPONETA,2020/07/24 10:10:00,31.700
ACAPONETA,2020/07/24 10:20:00,31.600
ACAPONETA,2020/07/24 10:30:00,32.200
ACAPONETA,2020/07/24 10:40:00,32.300
ACAPONETA,2020/07/24 10:50:00,32.500
ACAPONETA,2020/07/24 11:00:00,33.000
ACAPONETA,2020/07/24 11:10:00,32.800
ACAPONETA,2020/07/24 11:20:00,33.400
ACAPONETA,2020/07/24 11:30:00,33.000
ACAPONETA,2020/07/24 11:40:00,32.200
ACAPONETA,2020/07/24 11:50:00,33.200
ACAPONETA,2020/07/24 12:00:00,33.500
ACAPONETA,2020/07/24 12:10:00,34.400
ACAPONETA,2020/07/24 12:20:00,34.500
ACAPONETA,2020/07/24 12:30:00,35.000
ACAPONETA,2020/07/24 12:40:00,34.400
ACAPONETA,2020/07/24 12:50:00,33.500
ACAPONETA,2020/07/24 13:00:00,33.800
ACAPONETA,2020/07/24 13:10:00,33.100
ACAPONETA,2020/07/24 13:20:00,33.800
ACAPONETA,2020/07/24 13:30:00,34.000
ACAPONETA,2020/07/24 13:40:00,35.000
ACAPONETA,2020/07/24 13:50:00,34.800
ACAPONETA,2020/07/24 14:00:00,35.500
ACAPONETA,2020/07/24 14:10:00,34.800
ACAPONETA,2020/07/24 14:20:00,33.100
ACAPONETA,2020/07/24 14:30:00,32.000
ACAPONETA,2020/07/24 14:40:00,31.500
ACAPONETA,2020/07/24 14:50:00,31.700
ACAPONETA,2020/07/24 15:00:00,32.900
ACAPONETA,2020/07/24 15:10:00,33.500
ACAPONETA,2020/07/24 15:20:00,33.700
ACAPONETA,2020/07/24 15:30:00,33.600
ACAPONETA,2020/07/24 15:40:00,33.700
ACAPONETA,2020/07/24 15:50:00,33.700
ACAPONETA,2020/07/24 16:00:00,33.500
ACAPONETA,2020/07/24 16:10:00,33.300
ACAPONETA,2020/07/24 16:20:00,33.600
ACAPONETA,2020/07/24 16:30:00,33.700
ACAPONETA,2020/07/24 16:40:00,33.800
ACAPONETA,2020/07/24 16:50:00,33.300
ACAPONETA,2020/07/24 17:00:00,33.400
ACAPONETA,2020/07/24 17:10:00,33.200
ACAPONETA,2020/07/24 17:20:00,33.000
ACAPONETA,2020/07/24 17:30:00,33.000
ACAPONETA,2020/07/24 17:40:00,32.600
ACAPONETA,2020/07/24 17:50:00,32.200
ACUGR,2020/07/24 00:00:00,25.700
ACUGR,2020/07/24 00:10:00,25.600
ACUGR,2020/07/24 00:20:00,25.700
ACUGR,2020/07/24 00:30:00,25.700
ACUGR,2020/07/24 00:40:00,25.600
ACUGR,2020/07/24 00:50:00,25.500
ACUGR,2020/07/24 01:00:00,25.400
ACUGR,2020/07/24 01:10:00,25.400
ACUGR,2020/07/24 01:20:00,25.400
ACUGR,2020/07/24 01:30:00,25.400
ACUGR,2020/07/24 01:40:00,25.400
ACUGR,2020/07/24 01:50:00,25.500
ACUGR,2020/07/24 02:00:00,25.600
ACUGR,2020/07/24 02:10:00,25.000
ACUGR,2020/07/24 02:20:00,24.800
ACUGR,2020/07/24 02:30:00,24.800
ACUGR,2020/07/24 02:40:00,24.900
ACUGR,2020/07/24 02:50:00,25.000
ACUGR,2020/07/24 03:00:00,25.000
ACUGR,2020/07/24 03:10:00,24.600
ACUGR,2020/07/24 03:20:00,24.200
ACUGR,2020/07/24 03:30:00,24.100
ACUGR,2020/07/24 03:40:00,24.100
ACUGR,2020/07/24 03:50:00,24.100
ACUGR,2020/07/24 04:00:00,24.100
ACUGR,2020/07/24 04:10:00,24.100
ACUGR,2020/07/24 04:20:00,24.100
ACUGR,2020/07/24 04:30:00,24.200
ACUGR,2020/07/24 04:40:00,24.200
ACUGR,2020/07/24 04:50:00,24.200
ACUGR,2020/07/24 05:00:00,24.300
ACUGR,2020/07/24 05:10:00,24.200
ACUGR,2020/07/24 05:20:00,24.300
ACUGR,2020/07/24 05:30:00,24.300
ACUGR,2020/07/24 05:40:00,24.200
ACUGR,2020/07/24 05:50:00,24.300
ACUGR,2020/07/24 06:00:00,24.300
ACUGR,2020/07/24 06:10:00,24.300
ACUGR,2020/07/24 06:20:00,24.200
ACUGR,2020/07/24 06:30:00,24.300
ACUGR,2020/07/24 06:40:00,24.300
ACUGR,2020/07/24 06:50:00,24.300
ACUGR,2020/07/24 07:00:00,24.300
ACUGR,2020/07/24 07:10:00,24.500
ACUGR,2020/07/24 07:20:00,24.600
ACUGR,2020/07/24 07:30:00,24.700
ACUGR,2020/07/24 07:40:00,24.900
ACUGR,2020/07/24 07:50:00,24.900
ACUGR,2020/07/24 08:00:00,25.100
ACUGR,2020/07/24 08:10:00,25.200
ACUGR,2020/07/24 08:20:00,25.400
ACUGR,2020/07/24 08:30:00,25.900
ACUGR,2020/07/24 08:40:00,26.300
ACUGR,2020/07/24 08:50:00,26.700
ACUGR,2020/07/24 09:00:00,27.400
ACUGR,2020/07/24 09:10:00,28.300
ACUGR,2020/07/24 09:20:00,28.900
ACUGR,2020/07/24 09:30:00,29.700
ACUGR,2020/07/24 09:40:00,30.600
ACUGR,2020/07/24 09:50:00,31.300
ACUGR,2020/07/24 10:00:00,31.300
ACUGR,2020/07/24 10:10:00,30.700
ACUGR,2020/07/24 10:20:00,30.400
ACUGR,2020/07/24 10:30:00,30.300
ACUGR,2020/07/24 10:40:00,30.200
ACUGR,2020/07/24 10:50:00,29.900
ACUGR,2020/07/24 11:00:00,30.100
ACUGR,2020/07/24 11:10:00,30.400
ACUGR,2020/07/24 11:20:00,30.700
ACUGR,2020/07/24 11:30:00,31.300
ACUGR,2020/07/24 11:40:00,31.800
ACUGR,2020/07/24 11:50:00,31.700
ACUGR,2020/07/24 12:00:00,31.700
ACUGR,2020/07/24 12:10:00,31.400
ACUGR,2020/07/24 12:20:00,31.300
ACUGR,2020/07/24 12:30:00,31.100
ACUGR,2020/07/24 12:40:00,31.600
ACUGR,2020/07/24 12:50:00,31.700
ACUGR,2020/07/24 13:00:00,32.000
ACUGR,2020/07/24 13:10:00,31.800
ACUGR,2020/07/24 13:20:00,31.800
ACUGR,2020/07/24 13:30:00,32.200
ACUGR,2020/07/24 13:40:00,32.100
ACUGR,2020/07/24 13:50:00,32.000
ACUGR,2020/07/24 14:00:00,32.000
ACUGR,2020/07/24 14:10:00,32.300
ACUGR,2020/07/24 14:20:00,32.200
ACUGR,2020/07/24 14:30:00,32.300
ACUGR,2020/07/24 14:40:00,32.400
ACUGR,2020/07/24 14:50:00,32.300
ACUGR,2020/07/24 15:00:00,32.300
ACUGR,2020/07/24 15:10:00,32.400
ACUGR,2020/07/24 15:20:00,32.200
ACUGR,2020/07/24 15:30:00,32.100
ACUGR,2020/07/24 15:40:00,32.000
ACUGR,2020/07/24 15:50:00,32.000
ACUGR,2020/07/24 16:00:00,32.000
ACUGR,2020/07/24 16:10:00,31.900
ACUGR,2020/07/24 16:20:00,31.800
ACUGR,2020/07/24 16:30:00,31.900
ACUGR,2020/07/24 16:40:00,31.600
ACUGR,2020/07/24 16:50:00,31.700
ACUGR,2020/07/24 17:00:00,31.600
ACUGR,2020/07/24 17:10:00,31.700
ACUGR,2020/07/24 17:20:00,31.600
ACUGR,2020/07/24 17:30:00,31.500
ACUGR,2020/07/24 17:40:00,31.300
ACUGR,2020/07/24 17:50:00,31.000
ACUGR,2020/07/24 18:00:00,30.500
ACUGR,2020/07/24 18:10:00,30.100
ACUGR,2020/07/24 18:20:00,29.700
ACUGR,2020/07/24 18:30:00,29.500
ACUGR,2020/07/24 18:40:00,29.300
AHUALULCOTP,2020/07/24 00:00:00,26.400
AHUALULCOTP,2020/07/24 01:00:00,25.700
AHUALULCOTP,2020/07/24 02:00:00,25.100
AHUALULCOTP,2020/07/24 03:00:00,24.600
AHUALULCOTP,2020/07/24 04:00:00,24.100
AHUALULCOTP,2020/07/24 05:00:00,23.500
AHUALULCOTP,2020/07/24 06:00:00,23.200
AHUALULCOTP,2020/07/24 07:00:00,23.900
AHUALULCOTP,2020/07/24 08:00:00,27.900
AHUALULCOTP,2020/07/24 09:00:00,30.800
AHUALULCOTP,2020/07/24 10:00:00,31.300
AHUALULCOTP,2020/07/24 11:00:00,34.300
AHUALULCOTP,2020/07/24 12:00:00,34.800
AHUALULCOTP,2020/07/24 13:00:00,35.900
AHUALULCOTP,2020/07/24 14:00:00,37.700
AHUALULCOTP,2020/07/24 15:00:00,38.500
AHUALULCOTP,2020/07/24 16:00:00,39.100
AHUALULCOTP,2020/07/24 17:00:00,39.500
AHUALULCOTP,2020/07/24 18:00:00,27.600
ALTZOMONI,2020/07/24 00:00:00,4.300
ALTZOMONI,2020/07/24 00:10:00,4.400
ALTZOMONI,2020/07/24 00:20:00,4.500
ALTZOMONI,2020/07/24 00:30:00,4.600
ALTZOMONI,2020/07/24 00:40:00,4.600
ALTZOMONI,2020/07/24 00:50:00,4.600
ALTZOMONI,2020/07/24 01:00:00,4.600
ALTZOMONI,2020/07/24 01:10:00,4.600
ALTZOMONI,2020/07/24 01:20:00,4.500
ALTZOMONI,2020/07/24 01:30:00,4.500
ALTZOMONI,2020/07/24 01:40:00,4.300
ALTZOMONI,2020/07/24 01:50:00,4.500
ALTZOMONI,2020/07/24 02:00:00,4.600
ALTZOMONI,2020/07/24 02:10:00,4.400
ALTZOMONI,2020/07/24 02:20:00,4.400
ALTZOMONI,2020/07/24 02:30:00,4.400
ALTZOMONI,2020/07/24 02:40:00,4.500
ALTZOMONI,2020/07/24 02:50:00,4.200
ALTZOMONI,2020/07/24 03:00:00,3.800
ALTZOMONI,2020/07/24 03:10:00,3.600
ALTZOMONI,2020/07/24 03:20:00,3.500
ALTZOMONI,2020/07/24 03:30:00,3.600
ALTZOMONI,2020/07/24 03:40:00,3.500
ALTZOMONI,2020/07/24 03:50:00,3.400
ALTZOMONI,2020/07/24 04:00:00,3.400
ALTZOMONI,2020/07/24 04:10:00,3.300
ALTZOMONI,2020/07/24 04:20:00,3.200
ALTZOMONI,2020/07/24 04:30:00,3.300
ALTZOMONI,2020/07/24 04:40:00,3.400
ALTZOMONI,2020/07/24 04:50:00,3.500
ALTZOMONI,2020/07/24 05:00:00,3.600
ALTZOMONI,2020/07/24 05:10:00,3.400
ALTZOMONI,2020/07/24 05:20:00,3.100
ALTZOMONI,2020/07/24 05:30:00,3.100
ALTZOMONI,2020/07/24 05:40:00,3.000
ALTZOMONI,2020/07/24 05:50:00,3.000
ALTZOMONI,2020/07/24 06:00:00,2.800
ALTZOMONI,2020/07/24 06:10:00,2.600
ALTZOMONI,2020/07/24 06:20:00,2.800
ALTZOMONI,2020/07/24 06:30:00,3.100
ALTZOMONI,2020/07/24 06:40:00,3.100
ALTZOMONI,2020/07/24 06:50:00,3.600
ALTZOMONI,2020/07/24 07:00:00,4.500
ALTZOMONI,2020/07/24 07:10:00,5.000
ALTZOMONI,2020/07/24 07:20:00,5.100
ALTZOMONI,2020/07/24 07:30:00,4.800
ALTZOMONI,2020/07/24 07:40:00,4.700
ALTZOMONI,2020/07/24 07:50:00,4.800
ALTZOMONI,2020/07/24 08:00:00,5.900
ALTZOMONI,2020/07/24 08:10:00,6.500
ALTZOMONI,2020/07/24 08:20:00,6.600
ALTZOMONI,2020/07/24 08:30:00,6.900
ALTZOMONI,2020/07/24 08:40:00,7.900
ALTZOMONI,2020/07/24 08:50:00,9.000
ALTZOMONI,2020/07/24 09:00:00,9.100
ALTZOMONI,2020/07/24 09:10:00,7.100
ALTZOMONI,2020/07/24 09:20:00,6.000
ALTZOMONI,2020/07/24 09:30:00,5.500
ALTZOMONI,2020/07/24 09:40:00,5.400
ALTZOMONI,2020/07/24 09:50:00,5.500
ALTZOMONI,2020/07/24 10:00:00,5.500
ALTZOMONI,2020/07/24 10:10:00,7.200
ALTZOMONI,2020/07/24 10:20:00,8.900
ALTZOMONI,2020/07/24 10:30:00,8.600
ALTZOMONI,2020/07/24 10:40:00,8.600
ALTZOMONI,2020/07/24 10:50:00,9.300
ALTZOMONI,2020/07/24 11:00:00,10.700
ALTZOMONI,2020/07/24 11:10:00,10.200
ALTZOMONI,2020/07/24 11:20:00,9.200
ALTZOMONI,2020/07/24 11:30:00,8.900
ALTZOMONI,2020/07/24 11:40:00,9.500
ALTZOMONI,2020/07/24 11:50:00,10.400
ALTZOMONI,2020/07/24 12:00:00,10.400
ALTZOMONI,2020/07/24 12:10:00,9.100
ALTZOMONI,2020/07/24 12:20:00,7.900
ALTZOMONI,2020/07/24 12:30:00,7.600
ALTZOMONI,2020/07/24 12:40:00,8.100
ALTZOMONI,2020/07/24 12:50:00,8.600
ALTZOMONI,2020/07/24 13:00:00,8.100
ALTZOMONI,2020/07/24 13:10:00,7.800
ALTZOMONI,2020/07/24 13:20:00,7.600
ALTZOMONI,2020/07/24 13:30:00,7.700
ALTZOMONI,2020/07/24 13:40:00,7.800
ALTZOMONI,2020/07/24 13:50:00,7.800
ALTZOMONI,2020/07/24 14:00:00,8.600
ALTZOMONI,2020/07/24 14:10:00,9.300
ALTZOMONI,2020/07/24 14:20:00,9.600
ALTZOMONI,2020/07/24 14:30:00,9.000
ALTZOMONI,2020/07/24 14:40:00,8.500
ALTZOMONI,2020/07/24 14:50:00,8.100
ALTZOMONI,2020/07/24 15:00:00,7.800
ALTZOMONI,2020/07/24 15:10:00,7.900
ALTZOMONI,2020/07/24 15:20:00,8.100
ALTZOMONI,2020/07/24 15:30:00,8.300
ALTZOMONI,2020/07/24 15:40:00,8.400
ALTZOMONI,2020/07/24 15:50:00,7.600
ALTZOMONI,2020/07/24 16:00:00,7.300
ALTZOMONI,2020/07/24 16:10:00,7.100
ALTZOMONI,2020/07/24 16:20:00,7.300
ALTZOMONI,2020/07/24 16:30:00,9.300
ALTZOMONI,2020/07/24 16:40:00,11.100
ALTZOMONI,2020/07/24 16:50:00,11.000
ALTZOMONI,2020/07/24 17:00:00,10.300
ALTZOMONI,2020/07/24 17:10:00,10.100
ALTZOMONI,2020/07/24 17:20:00,9.400
ALTZOMONI,2020/07/24 17:30:00,9.000
ALTZOMONI,2020/07/24 17:40:00,8.500
ALTZOMONI,2020/07/24 17:50:00,7.500
ALTZOMONI,2020/07/24 18:00:00,6.400
AM2DR,2020/07/24 00:00:00,20.100
AM2DR,2020/07/24 00:10:00,20.200
AM2DR,2020/07/24 00:20:00,20.200
AM2DR,2020/07/24 00:30:00,20.200
AM2DR,2020/07/24 00:40:00,20.300
AM2DR,2020/07/24 00:50:00,20.500
AM2DR,2020/07/24 01:00:00,20.600
AM2DR,2020/07/24 01:10:00,20.500
AM2DR,2020/07/24 01:20:00,20.500
AM2DR,2020/07/24 01:30:00,20.400
AM2DR,2020/07/24 01:40:00,20.500
AM2DR,2020/07/24 01:50:00,20.500
AM2DR,2020/07/24 02:00:00,20.500
AM2DR,2020/07/24 02:10:00,20.500
AM2DR,2020/07/24 02:20:00,20.500
AM2DR,2020/07/24 02:30:00,20.500
AM2DR,2020/07/24 02:40:00,20.400
AM2DR,2020/07/24 02:50:00,20.300
AM2DR,2020/07/24 03:00:00,20.200
AM2DR,2020/07/24 03:10:00,20.000
AM2DR,2020/07/24 03:20:00,19.800
AM2DR,2020/07/24 03:30:00,19.500
AM2DR,2020/07/24 03:40:00,19.300
AM2DR,2020/07/24 03:50:00,19.200
AM2DR,2020/07/24 04:00:00,19.200
AM2DR,2020/07/24 04:10:00,19.300
AM2DR,2020/07/24 04:20:00,19.200
AM2DR,2020/07/24 04:30:00,19.200
AM2DR,2020/07/24 04:40:00,19.100
AM2DR,2020/07/24 04:50:00,19.200
AM2DR,2020/07/24 05:00:00,19.200
AM2DR,2020/07/24 05:10:00,19.400
AM2DR,2020/07/24 05:20:00,19.400
AM2DR,2020/07/24 05:30:00,19.300
AM2DR,2020/07/24 05:40:00,19.300
AM2DR,2020/07/24 05:50:00,19.400
AM2DR,2020/07/24 06:00:00,19.400
AM2DR,2020/07/24 06:10:00,19.300
AM2DR,2020/07/24 06:20:00,19.300
AM2DR,2020/07/24 06:30:00,19.300
AM2DR,2020/07/24 06:40:00,19.300
AM2DR,2020/07/24 06:50:00,19.200
AM2DR,2020/07/24 07:00:00,19.300
AM2DR,2020/07/24 07:10:00,19.400
AM2DR,2020/07/24 07:20:00,19.700
AM2DR,2020/07/24 07:30:00,20.800
AM2DR,2020/07/24 07:40:00,22.000
AM2DR,2020/07/24 07:50:00,22.300
AM2DR,2020/07/24 08:00:00,22.500
AM2DR,2020/07/24 08:10:00,22.400
AM2DR,2020/07/24 08:20:00,22.500
AM2DR,2020/07/24 08:30:00,22.700
AM2DR,2020/07/24 08:40:00,23.000
AM2DR,2020/07/24 08:50:00,23.900
AM2DR,2020/07/24 09:00:00,24.800
AM2DR,2020/07/24 09:10:00,25.100
AM2DR,2020/07/24 09:20:00,25.200
AM2DR,2020/07/24 09:30:00,25.500
AM2DR,2020/07/24 09:40:00,25.900
AM2DR,2020/07/24 09:50:00,26.200
AM2DR,2020/07/24 10:00:00,26.500
AM2DR,2020/07/24 10:10:00,27.000
AM2DR,2020/07/24 10:20:00,27.300
AM2DR,2020/07/24 10:30:00,27.600
AM2DR,2020/07/24 10:40:00,27.700
AM2DR,2020/07/24 10:50:00,27.800
AM2DR,2020/07/24 11:00:00,28.300
AM2DR,2020/07/24 11:10:00,28.600
AM2DR,2020/07/24 11:20:00,29.200
AM2DR,2020/07/24 11:30:00,29.200
AM2DR,2020/07/24 11:40:00,29.300
AM2DR,2020/07/24 11:50:00,29.600
AM2DR,2020/07/24 12:00:00,30.200
AM2DR,2020/07/24 12:10:00,30.100
AM2DR,2020/07/24 12:20:00,30.500
AM2DR,2020/07/24 12:30:00,30.500
AM2DR,2020/07/24 12:40:00,30.600
AM2DR,2020/07/24 12:50:00,30.900
AM2DR,2020/07/24 13:00:00,31.000
AM2DR,2020/07/24 13:10:00,30.800
AM2DR,2020/07/24 13:20:00,30.900
AM2DR,2020/07/24 13:30:00,30.700
AM2DR,2020/07/24 13:40:00,31.100
AM2DR,2020/07/24 13:50:00,30.800
AM2DR,2020/07/24 14:00:00,30.800
AM2DR,2020/07/24 14:10:00,31.700
AM2DR,2020/07/24 14:20:00,31.900
AM2DR,2020/07/24 14:30:00,30.800
AM2DR,2020/07/24 14:40:00,29.900
AM2DR,2020/07/24 14:50:00,26.900
AM2DR,2020/07/24 15:00:00,24.300
AM2DR,2020/07/24 15:10:00,23.400
AM2DR,2020/07/24 15:20:00,23.300
AM2DR,2020/07/24 15:30:00,23.600
AM2DR,2020/07/24 15:40:00,23.800
AM2DR,2020/07/24 15:50:00,23.700
AM2DR,2020/07/24 16:00:00,23.700
AM2DR,2020/07/24 16:10:00,24.400
AM2DR,2020/07/24 16:20:00,25.000
AM2DR,2020/07/24 16:30:00,25.500
AM2DR,2020/07/24 16:40:00,26.200
AM2DR,2020/07/24 16:50:00,26.900
AM2DR,2020/07/24 17:00:00,27.800
AM2DR,2020/07/24 17:10:00,28.600
AM2DR,2020/07/24 17:20:00,29.500
AM2DR,2020/07/24 17:30:00,30.300
AM2DR,2020/07/24 17:40:00,30.400
AM2DR,2020/07/24 17:50:00,29.800
AM2DR,2020/07/24 18:00:00,29.600
AM2DR,2020/07/24 18:10:00,30.000
ANGMC,2020/07/24 00:00:00,18.200
ANGMC,2020/07/24 00:10:00,18.100
ANGMC,2020/07/24 00:20:00,18.300
ANGMC,2020/07/24 00:30:00,18.600
ANGMC,2020/07/24 00:40:00,18.400
ANGMC,2020/07/24 00:50:00,18.400
ANGMC,2020/07/24 01:00:00,18.500
ANGMC,2020/07/24 01:10:00,18.400
ANGMC,2020/07/24 01:20:00,18.100
ANGMC,2020/07/24 01:30:00,17.900
ANGMC,2020/07/24 01:40:00,17.800
ANGMC,2020/07/24 01:50:00,17.700
ANGMC,2020/07/24 02:00:00,17.700
ANGMC,2020/07/24 02:10:00,17.800
ANGMC,2020/07/24 02:20:00,17.900
ANGMC,2020/07/24 02:30:00,18.100
ANGMC,2020/07/24 02:40:00,18.100
ANGMC,2020/07/24 02:50:00,18.000
ANGMC,2020/07/24 03:00:00,18.000
ANGMC,2020/07/24 03:10:00,18.000
ANGMC,2020/07/24 03:20:00,18.000
ANGMC,2020/07/24 03:30:00,18.000
ANGMC,2020/07/24 03:40:00,18.000
ANGMC,2020/07/24 03:50:00,18.100
ANGMC,2020/07/24 04:00:00,17.800
ANGMC,2020/07/24 04:10:00,17.300
ANGMC,2020/07/24 04:20:00,17.100
ANGMC,2020/07/24 04:30:00,17.200
ANGMC,2020/07/24 04:40:00,17.300
ANGMC,2020/07/24 04:50:00,17.200
ANGMC,2020/07/24 05:00:00,17.100
ANGMC,2020/07/24 05:10:00,17.100
ANGMC,2020/07/24 05:20:00,17.000
ANGMC,2020/07/24 05:30:00,17.000
ANGMC,2020/07/24 05:40:00,16.900
ANGMC,2020/07/24 05:50:00,16.800
ANGMC,2020/07/24 06:00:00,16.700
ANGMC,2020/07/24 06:10:00,16.800
ANGMC,2020/07/24 06:20:00,17.000
ANGMC,2020/07/24 06:30:00,16.800
ANGMC,2020/07/24 06:40:00,16.400
ANGMC,2020/07/24 06:50:00,16.200
ANGMC,2020/07/24 07:00:00,16.300
ANGMC,2020/07/24 07:10:00,16.400
ANGMC,2020/07/24 07:20:00,16.700
ANGMC,2020/07/24 07:30:00,17.100
ANGMC,2020/07/24 07:40:00,17.600
ANGMC,2020/07/24 07:50:00,18.200
ANGMC,2020/07/24 08:00:00,18.600
ANGMC,2020/07/24 08:10:00,18.900
ANGMC,2020/07/24 08:20:00,19.000
ANGMC,2020/07/24 08:30:00,19.400
ANGMC,2020/07/24 08:40:00,20.100
ANGMC,2020/07/24 08:50:00,20.600
ANGMC,2020/07/24 09:00:00,21.400
ANGMC,2020/07/24 09:10:00,22.000
ANGMC,2020/07/24 09:20:00,22.300
ANGMC,2020/07/24 09:30:00,22.300
ANGMC,2020/07/24 09:40:00,22.400
ANGMC,2020/07/24 09:50:00,22.700
ANGMC,2020/07/24 10:00:00,23.000
ANGMC,2020/07/24 10:10:00,23.300
ANGMC,2020/07/24 10:20:00,23.300
ANGMC,2020/07/24 10:30:00,23.500
ANGMC,2020/07/24 10:40:00,23.800
ANGMC,2020/07/24 10:50:00,24.000
ANGMC,2020/07/24 11:00:00,24.400
ANGMC,2020/07/24 11:10:00,24.600
ANGMC,2020/07/24 11:20:00,25.100
ANGMC,2020/07/24 11:30:00,25.400
ANGMC,2020/07/24 11:40:00,25.500
ANGMC,2020/07/24 11:50:00,25.700
ANGMC,2020/07/24 12:00:00,25.800
ANGMC,2020/07/24 12:10:00,25.900
ANGMC,2020/07/24 12:20:00,26.100
ANGMC,2020/07/24 12:30:00,26.200
ANGMC,2020/07/24 12:40:00,26.200
ANGMC,2020/07/24 12:50:00,26.300
ANGMC,2020/07/24 13:00:00,26.300
ANGMC,2020/07/24 13:10:00,26.400
ANGMC,2020/07/24 13:20:00,26.500
ANGMC,2020/07/24 13:30:00,26.800
ANGMC,2020/07/24 13:40:00,27.100
ANGMC,2020/07/24 13:50:00,27.100
ANGMC,2020/07/24 14:00:00,27.100
ANGMC,2020/07/24 14:10:00,27.400
ANGMC,2020/07/24 14:20:00,27.600
ANGMC,2020/07/24 14:30:00,27.500
ANGMC,2020/07/24 14:40:00,28.000
ANGMC,2020/07/24 14:50:00,28.200
ANGMC,2020/07/24 15:00:00,28.400
ANGMC,2020/07/24 15:10:00,28.200
ANGMC,2020/07/24 15:20:00,28.300
ANGMC,2020/07/24 15:30:00,28.600
ANGMC,2020/07/24 15:40:00,28.200
ANGMC,2020/07/24 15:50:00,28.300
ANGMC,2020/07/24 16:00:00,28.400
ANGMC,2020/07/24 16:10:00,28.800
ANGMC,2020/07/24 16:20:00,29.200
ANGMC,2020/07/24 16:30:00,28.900
ANGMC,2020/07/24 16:40:00,27.800
ANGMC,2020/07/24 16:50:00,27.600
