archivo,zero_cr,spectral_centroid,spectral_bw,spectral_rf,croma,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,BPM,auto_c,genero
12LaVillaStrangiato_02m_00s__03m_00s.mp3,5,3141.585609,3664.541952,7047.756145,0.503582358,-97.36356354,138.7354126,-31.41059303,44.79527283,-9.141348839,32.79036713,-17.08384514,13.88779831,-9.632196426,15.88820362,-2.834174156,4.603605747,-9.116913795,-1.892695785,-4.428423882,-1.632580519,-6.18162775,-6.994589806,-1.032068253,-1.391677499,103.359375,0.606677008,1
12PorcelainJudas_02m_00s__03m_00s.mp3,5,3010.671314,3073.524443,6215.980348,0.488036066,-67.79096985,140.9860687,-55.99710464,54.35211563,-5.795048237,25.88493919,-10.46048737,15.43375683,-1.791777134,12.67245102,-3.685747862,4.571819782,4.462381363,2.208491325,1.354245663,1.662001252,-0.399017453,-6.067155838,5.389922619,-4.388039589,101.3327206,0.651705696,1
12Triad_02m_00s__03m_00s.mp3,8,2606.815931,2369.963117,4858.256527,0.535973907,-112.9181595,146.4226227,-82.70182037,58.18877029,22.01990318,18.69472313,11.43293285,12.68631172,10.7466898,13.21097183,4.099228859,8.484329224,3.980489254,2.961547136,4.36484623,-2.035326958,7.072568417,-1.413371682,-0.151824713,-6.009457588,107.6660156,0.753062435,1
12Triad_03m_00s__04m_00s.mp3,21,3749.461719,3471.193531,7381.606193,0.720745742,-74.0614624,112.7625046,-63.68950653,57.90995789,-3.142427683,32.89693451,-9.429832458,28.51679993,-1.26980722,19.24458694,-1.275779605,8.083233833,-0.119879708,5.688341141,4.296833515,-0.979259074,4.649070263,1.294037461,4.084226608,-6.200586319,139.6748311,0.726195098,1
13Aenema_02m_00s__03m_00s.mp3,3,1916.382222,2555.936964,3778.654316,0.625223756,-172.2413483,150.7273712,-26.85109901,52.66312408,20.02041054,22.90192223,-2.628057957,12.58891201,7.251026154,10.22539616,8.479066849,10.55825138,8.174125671,4.137746334,4.510988712,-1.890750647,2.68584013,-0.754651725,-1.868278503,-4.075382233,114.84375,0.583886968,1
13PinkNoiseWaltz_02m_00s__03m_00s.mp3,9,2647.771504,3129.867233,5595.757546,0.476655781,-128.8686829,140.7203064,-24.59585762,46.43629837,-3.096126795,32.42897415,-3.128202915,11.68968582,-4.646665096,6.309693813,1.045982361,4.832293987,2.621826887,1.907924891,3.70260644,1.702344537,-0.720813096,-2.793697596,3.383253813,0.364829272,93.96306818,0.437349067,1
13PinkNoiseWaltz_03m_00s__04m_00s.mp3,4,2966.101535,3123.077792,6037.678536,0.429329365,-78.80269623,138.8250732,-50.088871,44.12240219,-10.85189533,31.58580017,-12.02918148,10.63393974,-4.993550301,9.071183205,-2.13481617,8.354717255,6.320841312,4.769944668,4.93522644,1.484906316,-0.110836253,-7.231609344,3.497664213,-3.906962633,117.4538352,0.646549004,1
14(-)Ions_02m_00s__03m_00s.mp3,2,1819.979374,2769.738888,3625.620296,0.605964601,-232.8387756,182.3290405,20.37125587,18.99504471,-19.97566414,17.38698578,-5.192277431,7.250305653,-5.619446754,4.871312141,-1.746080875,0.788976908,-0.007544361,-2.467597008,0.139897108,-0.885729909,3.21414113,-0.099491999,2.445770741,-1.733796597,126.0480183,0.815912008,1
15ThirdEye_02m_00s__03m_00s.mp3,6,1823.099906,2028.282747,3486.767352,0.548934996,-170.2001801,169.9549561,-60.4538765,40.12173843,37.19460678,17.77390862,9.994558334,10.71600628,7.162123203,10.36653423,4.825453281,5.506887913,4.001794338,1.97406888,2.622247934,-7.167377949,-1.509602547,-0.270269364,-3.077292204,-2.417444229,109.9567819,0.574748912,1
CliffsofDover_02m_00s__03m_00s.mp3,7,3550.627527,3837.029126,8001.494493,0.369874507,-142.1307068,124.0167465,-28.4112854,71.57317352,-7.814271927,39.57120895,-25.59923553,9.66506958,-18.38426208,11.9077816,-9.657817841,1.648515582,-5.068521976,2.381684542,-3.611597061,-3.626018524,0.854850292,-0.206338823,4.414689541,-5.993469715,95.703125,0.579578143,1
004LACITA-GALIGALEANO_01m_00s__02m_00s.mp3,0,3383.792976,3378.671082,6728.566998,0.391947836,-117.562027,124.1526871,-51.83829117,42.47903442,-24.96702766,16.8525753,-18.88523483,11.55850029,-17.45808601,1.012148738,-9.494884491,3.012151718,-4.897071362,0.916992784,-0.067866981,-2.909526587,-1.513853073,-4.304360867,-2.527356625,-10.46983242,117.4538352,0.453626832,2
004SISUPIERA-WILLIEGONZALEZ_01m_00s__02m_00s.mp3,11,2824.048935,3206.413271,5980.268969,0.338445842,-228.5449829,135.1494598,-23.72639084,50.08873367,-11.75134087,14.34051609,-20.48467827,5.60290575,-3.97389555,-0.975409508,-5.83339119,3.743812799,-1.044908404,-3.975307226,5.14943409,-3.466657639,-2.532176256,-2.237010956,1.910548687,-7.146948814,143.5546875,0.428474056,2
005DEPUNTAAPUNTA-CANEO_01m_00s__02m_00s.mp3,6,3040.346865,2758.736506,5705.935275,0.400442988,-229.0957642,128.1891327,-62.5881691,54.88105392,-5.133599281,20.42206573,-9.238195419,5.182500839,6.452428341,-6.626355171,3.978108168,6.246036053,-1.024573445,-1.69725287,0.967807293,-3.90653801,2.419247866,-0.385912001,-0.666770101,-3.570492268,109.9567819,0.498858601,2
006DESDEELFONDODEMICORAZON-HILDEMARO_01m_00s__02m_00s.mp3,21,3001.509404,3350.438951,6430.6833,0.385330886,-213.6203003,131.1391296,-31.78036499,54.38484573,-14.06872845,28.86469841,-18.67678642,15.97262669,-1.197191,1.026511312,-0.784675896,4.593644619,-4.707529068,-0.462151796,5.001817226,-1.127264977,4.333510876,-3.122943401,4.276763916,-9.02633667,126.0480183,0.386922573,2
006LOQUIEROAMORIR-ZAYDA_01m_00s__02m_00s.mp3,7,3200.829124,3346.415539,6778.687384,0.378927559,-79.50878143,128.9371185,-47.22629929,47.4334259,-17.85980415,32.8622818,-19.06483459,22.70269203,-2.406583786,5.676795483,5.830628872,7.618417263,-4.904552937,-1.013054132,3.133312941,-4.921210766,3.712975264,2.491307259,6.173770428,4.313603878,109.9567819,0.463916572,2
006MIMEDIAMITAD-REYRUIZ_01m_00s__02m_00s.mp3,0,2678.202386,3099.176792,5485.191736,0.403945237,-221.0720978,143.3008881,-40.57344818,36.63177872,-12.62454224,23.82701492,-14.36746788,11.61322117,-6.326180935,8.145951271,-7.916186333,6.378484726,1.071604609,-6.033763885,0.144744381,-3.167680979,1.104913235,-3.121651649,5.472499371,-4.43144846,151.9990809,0.45373986,2
007AMORDESECHABLE-LATINBROTHERS_01m_00s__02m_00s.mp3,1,1459.244996,1812.507158,2802.551814,0.326562554,-213.9964142,191.7496185,-29.16922379,28.44544792,-5.384418011,-9.250645638,-3.389699936,-3.330621004,-2.448367357,-11.97469521,-2.18605113,-0.64464128,-2.311816454,-6.27575016,-1.243477583,-1.481021762,-9.210125923,-1.760897398,1.687741995,-3.245063782,129.1992188,0.4947201,2
007PROCURA-CHICHIPERALTA_01m_00s__02m_00s.mp3,6,3930.996145,4021.597663,8579.093265,0.461038083,-164.7607727,113.4912109,-15.39320469,61.09631729,-21.2799263,37.89633942,-13.87643337,22.75316429,-17.29955864,18.56616211,-4.858830452,4.018944263,0.822277963,-4.328808784,3.213458061,-6.164971828,-0.129281759,-8.359903336,6.362895012,-10.60594749,97.50884434,0.527037822,2
008ASIFUE-NELSONDIAZYLACONSTELACION_01m_00s__02m_00s.mp3,7,3731.25557,3243.40703,7217.56962,0.41667816,-163.7437897,112.6557693,-65.35483551,65.44276428,-17.72200775,31.57943344,-14.0978508,13.19850159,-6.890526772,0.999949932,-2.434762239,2.516571045,-4.532195091,-0.942474544,1.448805571,-1.586580634,2.183237791,-1.34142828,1.965258956,-2.784246683,101.3327206,0.462940624,2
008REYESDELAMOR-BANDADELFUTURO_01m_00s__02m_00s.mp3,7,2962.245876,2827.156938,5930.895193,0.410888016,-214.8706512,146.066391,-53.86782455,65.40827942,-22.50475502,17.29927635,-12.10041618,1.076062679,-1.838945866,-6.918715477,-4.351808548,-2.07746172,-1.021046758,-5.981765747,-0.298167139,-0.82627821,0.416472912,-2.884738207,-1.42163229,-6.391023636,120.1853198,0.494563248,2
009LAPENAQUEYOSIENTO-TANIA_01m_00s__02m_00s.mp3,1,3293.843117,3305.426886,6902.091817,0.371384978,-240.5044098,127.9079056,-41.33682632,55.35132599,-20.60777855,31.28581238,-16.19151878,15.18688107,-2.465485096,-2.591727972,2.794548035,1.555438638,-3.821306705,0.638982594,3.481464863,-5.776673317,2.349015951,-1.724406481,2.318310261,-5.574773312,114.84375,0.480559308,2
009SEDA-WILLIEGONZALEZ_01m_00s__02m_00s.mp3,5,2483.199987,3180.792354,5255.147067,0.415396065,-227.101532,153.4921417,-17.73223495,43.06717682,-10.44355679,20.87786102,-17.93111229,15.30206394,-9.893033981,1.266760826,-8.608673096,8.022738457,-0.965335906,-8.89925766,5.813969135,-7.708844185,0.66137743,-4.482431412,0.018442005,-6.998613358,109.9567819,0.458300765,2
009TUCONEL-FRANKIERUIZ_01m_00s__02m_00s.mp3,8,2940.13112,3238.24801,5955.571468,0.432412744,-197.7370758,135.7064819,-42.39627457,39.67534256,-7.112643242,28.35795784,-12.46763039,15.41466141,-5.334477901,12.12914276,-2.830002546,11.71610737,-4.122787952,0.070605554,3.522660971,-9.526108742,-2.143006325,-7.928913116,-3.080317259,-8.54302597,126.0480183,0.364372108,2
010VESTIDADEBLANCO-GERMANCARREÑO_01m_00s__02m_00s.mp3,3,2785.09283,3030.516585,5408.129457,0.477097899,-91.00124359,137.7690887,-55.8197403,39.51095581,-3.878501415,33.33723068,-11.82619858,24.5913353,3.338798046,12.61107826,-2.53465724,16.03590775,10.32537174,2.496299744,0.886558235,0.918584704,3.448157072,-5.469055653,0.952723086,-2.553730965,126.0480183,0.567739042,2
011CASITEENVIDIO-ANDYMONTAÑEZ_01m_00s__02m_00s.mp3,2,2553.09513,2708.329647,5027.73094,0.357671142,-197.334259,152.4385681,-54.75854492,45.09170914,-17.12370682,7.98524332,-10.24261379,5.410703182,-12.71940899,-3.462516308,-1.254459977,-1.045128345,-3.868556976,-2.849592209,0.948469996,-4.147984505,-3.082831383,-8.45518589,4.818609238,-3.442713737,123.046875,0.578870188,2
011LLUVIA-EDDIESANTIAGO_01m_00s__02m_00s.mp3,10,2596.70442,2962.783486,5452.087634,0.386847705,-138.9083252,150.9763489,-41.50722885,43.21683502,-18.44169426,22.11043358,-13.28170395,13.62249184,-4.437016964,-0.444822043,1.389275789,2.75770998,-1.894205451,-2.000166416,4.241691589,-7.545726776,2.323318243,0.160862416,-2.202091932,-2.245229006,109.9567819,0.421226338,2
011PEQUEÑASCOSAS-WILLIEGONZALEZ_01m_00s__02m_00s.mp3,36,3329.799458,3537.087838,7209.028183,0.381743342,-225.3953857,124.5324936,-22.19629669,63.19690704,-16.95927048,27.00818443,-20.91863441,14.7864666,-8.019159317,4.596995831,-5.851972103,4.03188324,-4.14092207,-3.520522356,5.854022026,-4.06030798,1.562632918,-1.957327127,2.043456316,-8.531476974,117.4538352,0.439772684,2
012CONCIENCIA-GILBERTOSANTAROSA_01m_00s__02m_00s.mp3,3,2704.014365,2738.841922,5448.226461,0.377743334,-159.3948517,151.6494598,-53.19513321,42.72635651,-23.15075493,20.05568886,-13.908144,2.070176363,0.162478879,-2.211656809,4.541388512,-5.796483517,6.718101025,-9.606872559,4.857196808,-0.946239173,0.042776532,-1.210720778,0.22957705,-2.275265217,117.4538352,0.43009288,2
012JARDINPROHIBIDO-ALEXBUENO_01m_00s__02m_00s.mp3,5,2226.061884,2784.279275,4733.552152,0.347400069,-249.7556305,154.2603302,-19.1760273,48.55857086,-8.335677147,18.18041611,-9.509357452,3.015486717,-8.465682983,0.61645472,-6.24062109,-2.97663188,-1.865002751,-1.019352674,1.693924904,-6.75860405,1.014421582,-2.140344143,-0.094558463,-7.292164326,105.46875,0.418110326,2
013DESNUDATEMUJER-FRANKIERUIZ_01m_00s__02m_00s.mp3,38,2619.639839,2875.346175,5408.585064,0.417020321,-215.9259033,153.141983,-36.99538803,46.07881165,-12.51562691,22.32452965,-13.34723568,13.66473389,1.881882787,4.077722549,2.120914221,2.138207197,0.452478349,-2.362471104,1.878888011,-6.262070179,2.21045804,5.376139164,-2.441587687,-2.401863337,99.38401442,0.377490579,2
013MIA-EDDIESANTIAGO_01m_00s__02m_00s.mp3,4,2599.748487,3103.566919,5410.274743,0.419270813,-201.1968231,146.5699768,-25.92445755,41.57535553,-3.599021435,21.83204079,-9.873749733,15.0120182,-2.144157648,3.748765945,-2.490634918,3.194830656,-2.792387962,1.832667589,1.127133369,-1.579226732,1.502877951,0.244959697,2.827669144,1.575426221,107.6660156,0.398957958,2
014ELGRANBARON-WILLIECOLON_01m_00s__02m_00s.mp3,1,2872.261449,3172.589281,5905.901495,0.406134218,-236.307663,141.4385986,-37.00621414,45.4949379,-15.84140778,20.4668293,-14.26368523,14.56770992,-5.109146595,1.464131117,-3.379811525,2.748105764,-0.534928083,-3.023425817,1.240129828,-5.768898487,0.761595726,-6.309862137,3.098600626,-6.664044857,126.0480183,0.535680781,2
014LAVIDAESUNCARNAVAL-CELIACRUZ_01m_00s__02m_00s.mp3,16,3029.820702,3105.984328,6220.640859,0.454645634,-139.3917389,141.5956726,-52.96547699,57.6656189,-14.71999454,27.31376457,-17.79947662,18.06046295,1.857240558,1.851080894,6.807080269,0.821768701,10.96726036,-7.563239098,12.28151512,-6.832974434,2.743568897,-2.688225269,3.294261456,-0.126078323,103.359375,0.465044558,2
014SALSADELASOLEDAD-GALILEOYSUBANDA_01m_00s__02m_00s.mp3,1,1753.28261,2173.032265,3587.653951,0.35950622,-226.8849182,191.9157104,-40.40116501,41.69519424,-10.65598011,10.01761627,-6.925647259,-6.76267004,-1.41001296,-5.388222694,2.384636402,-1.638094187,5.183396816,4.985359192,1.978402734,-1.202861071,0.061746031,0.182915136,-0.361894488,-1.165258169,135.9991776,0.470376178,2
015CANCION-SONORAPONCEÑA_01m_00s__02m_00s.mp3,4,2478.31281,2571.226221,4989.940601,0.405194283,-179.9658203,156.0898438,-60.8494072,51.2911911,-11.27414513,14.23434162,1.397590756,7.392519951,1.152241468,-0.392171472,-0.402736515,3.48883152,4.593131542,-1.851970196,4.243559361,-2.982426405,-0.055032179,-1.034120321,1.008774638,-3.747766018,117.4538352,0.451357189,2
015SINOLATENGO-LOSDIABLOSLOCOS_01m_00s__02m_00s.mp3,1,3293.083248,3671.073137,6915.780455,0.397561282,-119.8219147,120.7552567,-29.15634727,53.65777588,-9.049836159,19.12880898,-4.527175903,11.71007919,-8.749939919,11.64574528,-13.93163109,12.37266064,-11.08011436,4.914322853,-4.079538345,-1.783826113,-3.105855703,-8.107997894,-0.313433021,-8.144067764,112.3471467,0.560205228,2
016VENDEVORAMEOTRAVEZ-LALORODRIGUEZ_01m_00s__02m_00s.mp3,7,2227.408401,2645.214172,4402.284319,0.373761088,-225.752594,162.6944427,-39.80894852,33.49616241,-14.21720219,19.04405212,-11.43878651,12.19999313,-3.582210541,-4.104963303,3.676527977,2.02052927,-1.092273116,-1.265895009,2.739820004,-5.56838131,-1.203495026,3.012264013,-0.512295604,-5.379930973,112.3471467,0.465823278,2
017LLORARAS-OSCARDELEON_01m_00s__02m_00s.mp3,23,3576.829442,3094.588189,6876.279282,0.420946091,-222.3249054,121.7990341,-58.51929092,70.64053345,-26.8355484,22.32170486,-12.22250462,5.766120434,-6.877696514,-0.962726772,-1.142876625,-0.806055427,0.002489436,-6.265493393,2.701324224,-2.34591341,-0.591879904,-4.738717556,0.045851141,-7.294150352,92.28515625,0.405210344,2
017NOLEPEGUEALANEGRA-JOEARROYO_01m_00s__02m_00s.mp3,21,2964.796985,2796.959304,5986.689955,0.411952078,-225.3256989,135.9151001,-52.56040192,65.39038849,-20.67345047,9.278903008,0.714176476,10.69229317,5.579433918,-0.359557867,6.933649063,1.783218622,3.139565706,-2.100147486,2.981137276,1.091548324,4.604214668,-0.215750322,0.519738853,1.821303129,139.6748311,0.444572308,2
018GITANA-WILLIECOLON_01m_00s__02m_00s.mp3,3,2272.988548,2663.771571,4410.445457,0.456121266,-247.4126892,155.4927826,-41.15895081,45.23312759,9.680833817,23.9611721,-7.078334808,15.2848587,3.511744976,0.067404561,0.244345695,6.380258083,-3.27289629,-5.141945362,3.083151579,-2.958693743,0.163890108,-3.229201317,0.5461303,-7.918148994,107.6660156,0.509819648,2
018PERIODICODEAYER-HECTORLAVOE_01m_00s__02m_00s.mp3,3,2162.391777,2035.204727,4085.575321,0.48847717,-259.990387,177.1207123,-76.88462067,62.1510582,33.32037354,-5.713679314,5.009192944,1.049962878,7.603951931,-0.820032775,-0.243409202,6.846539021,-4.886270523,3.106151819,3.751928806,-5.912986279,-0.007321281,1.410666466,-3.132507563,-4.720356941,132.5120192,0.635352722,2
018VIVOPENSANDO-RAMONCHAVERRA_01m_00s__02m_00s.mp3,1,2783.486212,2704.06751,5402.23277,0.386962146,-264.1387024,134.2115173,-60.41627502,47.7068634,-3.9246099,21.28269958,-3.239450216,6.035443783,3.585767508,-1.58136642,-7.175348282,3.544216633,2.955242634,-2.823348045,2.205101967,-2.581716776,2.943386555,-4.267156124,1.570466161,0.81439364,161.4990234,0.40119334,2
019CUERPOACUERPO-CARIACO_01m_00s__02m_00s.mp3,2,2148.520746,2771.861455,4406.011473,0.373966008,-222.3960419,164.1238556,-29.74264526,34.12199402,-0.055755746,12.13319874,-17.00627708,14.92433453,-9.209904671,4.500764847,-0.441744477,5.894699574,-1.948677301,-1.693033338,1.963297725,-6.992767811,1.940271258,-3.102374554,-0.889979184,-6.871043682,109.9567819,0.460566433,2
019MICUERPO-DANDENDECUBA_01m_00s__02m_00s.mp3,4,2602.075703,3079.763928,5665.067875,0.362052202,-109.6420593,148.33638,-28.54908752,37.98923111,-18.21139717,22.26617432,-18.57624054,5.30706501,-2.77581358,1.690667629,-2.208703518,0.229089439,-3.964881659,-1.355311394,-2.690414429,-5.761230469,-0.811196506,-7.80973959,-2.120094061,-2.987690687,112.3471467,0.46387366,2
020MARIATERESAYDANILO-D.R.A_01m_00s__02m_00s.mp3,10,2148.159349,2506.291904,4376.275653,0.398531139,-217.5496521,164.0849457,-35.76832199,42.16595459,-11.26520157,14.23796177,-8.55978775,-1.162653327,-1.809303284,-6.753958702,-0.990138471,-4.780916691,-0.279733896,-8.489578247,2.760154724,-2.036231995,-0.491715431,-0.193744346,-2.618593693,-5.45375824,107.6660156,0.449519507,2
020TODOEMPEZO-EDDIESANTIAGO_01m_00s__02m_00s.mp3,4,2212.372034,2822.518494,4699.622626,0.373259246,-230.3426361,163.9706573,-27.26415443,40.0853157,-13.93484783,17.86046982,-14.82774734,12.20706463,-1.253601313,-2.735086441,-1.864284754,2.243714809,-0.377130061,-3.330491543,4.45365715,-3.83411479,2.304636478,-0.023474867,-2.059512138,-7.081448555,114.84375,0.429949026,2
021DETALLES-OSCARDELEON_01m_00s__02m_00s.mp3,7,2502.698711,2628.37654,5236.341789,0.436020434,-224.5774536,150.4014435,-52.88562393,55.79795837,-13.64497662,15.49459648,1.758435249,0.774226785,7.208879948,-3.75847888,3.873176098,1.307701468,4.706787586,-3.734265804,-2.162876129,1.614692926,-0.556928277,-2.631354094,0.197448552,-0.060287077,117.4538352,0.45041903,2
021ESOSOJITOSNEGROS-ELGRANCOMBO_01m_00s__02m_00s.mp3,18,4402.567199,3502.769291,8309.711626,0.481490105,-64.38031006,98.71208191,-77.82753754,66.39040375,-27.5070076,36.97015381,-29.32674026,25.57476616,-20.22249794,8.724286079,-11.23918438,4.377645969,-0.410401434,-1.614418387,4.9015131,-7.749111176,3.624190807,-8.927200317,7.217430115,-11.11006165,120.1853198,0.62500317,2
021QUELOCURAENAMORARMEDETI-EDDIESANTIAGO_01m_00s__02m_00s.mp3,19,3622.46076,3576.475161,7506.332724,0.331948102,-188.353714,119.9206848,-37.72146988,53.24651337,-16.27366066,25.910326,-24.79937935,10.54101563,-16.77429771,3.475772858,-7.059115887,5.477548122,-4.00464201,-0.720137835,0.774499118,-5.007613182,0.199322507,-3.72375989,-0.618328393,-5.915069103,123.046875,0.456891792,2
022AMORESCOMOELNUESTRO-JERRYRIVERA_01m_00s__02m_00s.mp3,7,2625.850903,2594.238222,4923.683318,0.337085515,-254.4418488,144.1794281,-57.25593948,27.36322212,-11.44821358,7.596004009,-8.480217934,9.358982086,-3.425952911,-2.305363655,-1.98205328,5.090076447,-3.272287846,-3.779216528,2.239368439,-5.468482494,-2.348145485,1.250020504,-1.309842587,-10.05798626,120.1853198,0.414776213,2
022ELADIOS-D.R.A_01m_00s__02m_00s.mp3,0,2326.108408,2158.665716,4252.237215,0.481178582,-264.9415283,162.5652161,-80.1055603,51.0346756,12.45547867,20.07019043,3.595034599,-5.140007496,6.4703722,-1.698383927,-6.888353825,-0.259840429,4.111988544,-0.257077783,2.289516926,1.814292192,3.890666962,0.57187295,0.215046048,-1.153864026,132.5120192,0.457345939,2
022ENTREGA-GRUPONICHE_01m_00s__02m_00s.mp3,10,1899.632243,2275.916335,3857.081187,0.417526722,-245.8631744,175.9496155,-33.68305969,37.08023071,-6.349287987,21.00317574,-0.08075884,-2.606539488,0.94733882,-3.226566553,0.072836496,-2.920697689,1.664398074,-2.351107597,1.299258351,-0.202170625,0.12320333,-1.816694856,1.277023077,-1.676827788,109.9567819,0.36646527,2
023CABALLOVIEJO-ROBERTOTORRES_01m_00s__02m_00s.mp3,5,2957.762829,3091.355521,5768.162405,0.403020084,-237.6773834,133.1624603,-42.53531265,57.34788895,-10.9587307,22.699543,-10.9308033,22.22166252,-6.919548512,0.969645321,-2.25963974,6.268532753,1.618355632,4.220651627,2.070211649,-6.550618172,-0.307339549,-3.43603754,8.356275558,-5.558295727,93.96306818,0.483173868,2
023MISLAGRIMAS-WILLIAMCANON_01m_00s__02m_00s.mp3,5,2630.857244,3497.872744,6005.884121,0.386927336,-154.9504547,137.9222565,6.872907162,46.32283401,-20.22464561,21.50554276,-13.67537689,17.07191277,-16.39004707,5.022490501,-3.578014135,-4.64835453,0.917396367,-8.125929832,-2.116841316,-4.914587975,-4.820083618,-6.695456982,4.986701012,-7.516083717,117.4538352,0.550932573,2
023NOQUEDONIELGATO-ZAPEROCO_01m_00s__02m_00s.mp3,0,2828.844801,3082.436315,5634.545164,0.496683925,-215.7885284,127.8308487,-46.30865479,69.78903961,7.228000641,30.86994553,-8.51975441,21.80806923,1.99341929,8.982503891,-10.58436584,9.831896782,7.240524292,1.941596508,5.996189117,5.066945076,5.038257122,-6.567301273,3.503169775,-6.544484138,93.96306818,0.534500023,2
024FUESUPRIMERAVEZ-GALYGALEANO_01m_00s__02m_00s.mp3,8,3201.096277,3357.690733,6608.907272,0.400881916,-118.3304977,129.368576,-41.41139603,41.73819733,-20.34970093,15.57714081,-14.04911613,7.982228279,-13.87230682,1.046630263,-7.622704506,0.303661108,-3.962036371,-1.896728516,-3.023472548,-0.425381124,-0.756642878,-3.384491682,-3.305230618,-9.650625229,109.9567819,0.449014646,2
025INVIERNOENPRIMAVERA-ORQUESTAGAYACAN_01m_00s__02m_00s.mp3,3,2981.743329,3029.920019,5974.069706,0.446938038,-235.0278168,128.0115204,-42.40288162,51.10467529,-14.14813614,17.87650108,-0.102936342,11.32014084,0.815820813,3.820094109,0.640508115,4.722771645,3.940115452,-2.01967454,4.654984474,2.138620853,2.338987827,-0.688928843,1.212798357,-3.574235439,156.6051136,0.480086891,2
026SALSADEORO-FAMILIAANDRE_01m_00s__02m_00s.mp3,10,2941.203174,2931.102511,6079.252569,0.399300545,-197.8260498,146.299942,-51.24964905,63.65958786,-14.87279797,23.77933502,-12.65099907,0.449803829,-0.805942595,-3.844720602,-4.032024384,1.117685556,1.003653646,-10.70588875,4.088425636,-2.56694603,-2.747285604,-2.212567091,-1.00188303,-6.546890259,120.1853198,0.54501089,2
027EMBRUJODEAMOR-ORQUESTACANELA_01m_00s__02m_00s.mp3,7,3084.763422,3071.779599,6185.486771,0.391699255,-235.2459564,134.1703186,-43.93696594,56.81184387,-12.82354927,21.97509384,-11.04621887,9.632987976,-6.465530396,-2.79991293,-0.253827095,0.232029393,-3.673983812,0.264859259,-2.42295742,-3.603355408,2.308211327,-5.346821785,-0.04190487,-5.324739456,117.4538352,0.397844271,2
027JAMAS-EDDIESANTIAGO_01m_00s__02m_00s.mp3,7,2489.518267,2913.933449,5095.449266,0.349738091,-241.9833832,153.4430847,-22.01582718,42.54661179,-18.43809509,11.06612301,-15.00898266,9.368748665,-10.08642387,-4.249005795,-4.51378727,0.66281426,-4.29662323,-3.555797577,0.321713358,-9.045367241,-1.607196212,-2.99984622,0.210558474,-5.571250439,114.84375,0.358393492,2
028YQUEMEPASA-MIKETAVERAS_01m_00s__02m_00s.mp3,9,3858.601227,3956.629961,8003.922494,0.420871317,-144.2101898,112.7737503,-24.03079414,52.7100029,-17.1974144,29.65837669,-14.32806778,11.57193756,-10.8306179,15.21093464,-12.81460953,14.19759464,-9.956601143,3.747907639,-2.522037983,-0.709902585,-4.058644772,-1.479906917,2.013036489,-10.24220467,103.359375,0.418901767,2
029AIDE-MAELO_01m_00s__02m_00s.mp3,4,2954.497276,3288.707469,6033.876542,0.453245848,-208.0946808,134.9277649,-37.69966507,41.94697189,-6.196320057,19.8510685,-16.97130013,11.70256042,-9.811141014,14.28733253,-3.922504425,8.895618439,-1.137740612,4.050769329,5.370669365,-2.530892849,3.870563745,-2.468853951,1.427999616,-10.38275146,123.046875,0.446741576,2
"030COMOLAQUIERO,CUANTOLAEXTRAÑO-GALYGALEANO_01m_00s__02m_00s.mp3",9,3303.777458,3482.867536,6891.455125,0.408661902,-175.5304413,120.5321732,-34.79900742,35.45450974,-6.789047241,17.01059341,-8.858082771,10.35327721,-4.320114136,2.694543123,-5.922780991,3.596919298,-6.672319889,-0.39945668,-1.51042366,-4.321549416,-5.181132793,-5.320847988,-5.225133896,-7.729344368,107.6660156,0.412241008,2
031ESAMUJER-HOMERO_01m_00s__02m_00s.mp3,13,2861.862332,2940.804623,5463.485334,0.423405379,-275.3636169,136.78479,-43.95165253,50.41863632,-7.010822296,19.05554771,-11.2723875,15.29946613,-4.551537991,0.087496258,1.036666512,1.967801332,-2.214525938,-3.832256794,2.509715796,-6.501108646,-3.867179871,-3.559575081,-3.054260969,-10.6404953,120.1853198,0.516898553,2
032IDILIO-WILLIECOLON_01m_00s__02m_00s.mp3,10,2755.217519,3031.556682,5743.456453,0.475350261,-218.7644043,147.6513519,-48.00349426,56.63066864,-9.465891838,25.98779869,-9.127454758,15.15942478,-2.861405849,-0.183330372,-4.879889965,4.405504227,-1.434052229,-1.307770371,-3.033894539,-2.732460022,-1.014236569,-4.017821789,-1.373279691,-5.221595764,126.0480183,0.520118897,2
033MAGIAROSA-VITIRUIZ_01m_00s__02m_00s.mp3,3,2507.059835,2987.540145,5112.275697,0.385340512,-193.6877747,146.9504547,-25.5928669,32.27846146,-5.51679039,14.97969437,-11.24082088,6.795082569,-6.077315807,2.308205366,-3.965333939,4.245846748,2.553880692,-1.01848352,1.913918138,-1.311867237,-1.635422468,-2.2255404,0.954727411,-2.828896523,107.6660156,0.444844877,2
