archivo,zero_cr,spectral_centroid,spectral_bw,spectral_rf,croma,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,BPM,auto_c,genero
04TheShatteredFortress_02m_00s__03m_00s.mp3,7,2959.706107,3150.785044,6183.156629,0.591794968,-47.20450974,139.9825745,-50.10891724,67.60592651,-5.464354992,28.17546082,-4.574029922,15.72795391,-0.423028082,13.8923111,-0.840398908,9.435795784,3.119255543,3.759064674,1.468996882,-3.907694817,0.753625929,-3.088238955,0.342360258,-6.544605732,139.6748311,0.654674824,1
04TheSoundofMuzak_02m_00s__03m_00s.mp3,3,2724.473324,2989.33046,5599.291652,0.463222951,-73.97985077,155.3800812,-46.91044235,34.26699829,-3.330595255,20.72479248,-6.409544468,14.83355331,-10.80889606,7.668582916,-4.269978046,4.430816174,-3.017677546,2.5313766,-1.428969026,-2.020325184,-3.527210712,-4.301846504,-2.983304739,-5.721771717,126.0480183,0.62379248,1
04Time_02m_00s__03m_00s.mp3,2,1914.025057,2473.889146,3987.739179,0.442016631,-182.5625916,180.2159729,-15.05451679,28.62334251,-4.5053792,25.78750992,-1.139752984,8.070425034,-1.63609302,4.060846329,-0.232329831,1.667750478,0.950296402,-0.232584551,-2.327470779,-4.459271908,-4.457856655,-1.575217962,-1.204778671,-7.523235798,129.1992188,0.552107092,1
04Time_03m_00s__04m_00s.mp3,2,2272.51887,2610.342425,4515.994682,0.396770656,-115.5945206,171.4881592,-50.75663376,43.27967453,3.567589045,17.67332268,-13.0132637,5.370100975,-1.927600265,8.60933876,0.545852125,0.703371286,-1.848390222,1.208506346,-3.082416773,-3.148664951,-4.501588821,-2.289627075,-0.498725593,-4.984192848,135.9991776,0.737080906,1
04WaitingMan_02m_00s__03m_00s.mp3,2,1347.591427,1984.718672,2799.187265,0.463167459,-212.8000641,177.4780273,-8.875205994,42.50166702,23.36385727,7.813745499,-0.154236183,2.384339333,2.784071922,-2.349961758,-1.680486798,-4.036733627,-7.359550953,-6.113124847,-3.82480073,-6.578923225,-7.530621052,-5.415104866,-3.518542051,-3.122283459,120.1853198,0.358838825,1
04WithoutPrejudice_02m_00s__03m_00s.mp3,13,3260.671909,3322.747065,6694.130876,0.522706687,-50.1656189,135.0253143,-57.80951309,50.10023499,-19.96209145,33.07010651,-12.91037464,23.69033623,-3.277540922,15.2089529,2.44167304,2.851694345,2.30424571,3.154675484,4.425823689,-0.348549306,4.202833176,-1.397727132,5.182618141,-2.353706598,112.3471467,0.636189785,1
05FortySix&2_02m_00s__03m_00s.mp3,9,2395.264711,2923.272656,4971.655491,0.58559525,-128.731842,136.7813873,-41.70097733,54.00074387,18.79353142,31.37315369,-1.405323625,17.46878624,3.923035383,9.386274338,2.997923851,8.126309395,1.878285766,3.353823423,4.823907852,-0.338387609,3.44593358,-0.909198582,0.309219927,-3.962626696,107.6660156,0.529400552,1
05FortySix&2_03m_00s__04m_00s.mp3,5,2663.089915,2888.70041,5186.448396,0.57301122,-85.11398315,140.5072479,-59.59685135,55.52223587,11.59970379,31.1555481,-4.233581543,21.42190552,0.159134984,10.1595974,2.171825886,8.16815567,1.475541472,2.420564651,5.506443977,-2.442995071,4.370022297,-1.951889753,0.452082723,-5.070577621,109.9567819,0.665304753,1
05PanicAttack_02m_00s__03m_00s.mp3,0,3334.412204,3319.351668,6725.603763,0.637950182,-43.64081955,131.8421173,-58.10150146,66.86869812,-13.10312939,34.85306549,-11.95969105,21.86562347,-5.540606976,16.23596573,-1.297261596,6.956801414,3.690716267,3.641413212,6.210528851,-1.440415502,2.814620256,-3.629604816,5.115490437,-6.777320862,126.0480183,0.703977393,1
05PanicAttack_03m_00s__04m_00s.mp3,5,3179.529682,3081.769136,6279.291908,0.548538148,-35.64795685,141.9974365,-65.07839203,61.01572418,-14.62289047,29.49900246,-11.19768906,17.33179855,-4.988481998,12.80378819,-0.423806876,5.24212265,2.932265759,1.803691506,6.044149876,-1.571121931,1.940557599,-3.277510405,4.323601723,-5.715698719,126.0480183,0.737718051,1
05Schism_02m_00s__03m_00s.mp3,3,3473.200918,3519.877977,7121.840062,0.563558519,-98.42878723,123.0824203,-50.69470596,42.96772766,10.58909035,33.64039612,-7.086213589,18.85335159,-6.281456947,11.41911221,-6.587873459,8.579483032,-2.282623768,3.927302837,0.855064452,-0.747863531,-2.572378397,-2.974586248,0.18085885,-5.793572903,107.6660156,0.620513871,1
05Schism_03m_00s__04m_00s.mp3,6,2209.348729,2292.756164,4502.687265,0.555617511,-169.5630646,157.1522217,-53.5278244,41.00340652,34.69054794,17.17468834,-0.593295038,15.17131901,-3.554331064,3.746896505,-0.927286506,-0.56359154,2.801280737,4.223553181,1.094917417,-2.258744717,-2.149898291,-2.143065214,1.419568777,-2.518722773,107.6660156,0.596965574,1
05Tapestry_02m_00s__03m_00s.mp3,2,2855.461298,3257.562627,6171.285208,0.509875596,-57.77624893,141.7646484,-40.42943573,57.3550415,-11.34594727,32.87417221,-10.58943081,18.53414536,-2.805867195,11.6485281,0.110767245,7.189581394,3.232568026,3.932472706,4.848391533,-4.168145657,2.023160934,-2.827359915,3.72414875,-4.150788307,120.1853198,0.659897594,1
05TheBestOfTimes_02m_00s__03m_00s.mp3,5,1298.373112,1947.528221,2498.297307,0.424825519,-275.0665894,162.2232819,8.786664009,28.71315193,25.10146332,11.45946503,4.30156517,6.222312927,-1.774806857,3.232771873,1.245464921,-0.922815979,-3.281208754,-1.027255654,-1.564813137,-4.417233944,-5.649938107,-3.103067398,-3.404824018,-4.434595585,114.84375,0.495543295,1
05TheGreatGigInTheSky_02m_00s__03m_00s.mp3,2,1657.455884,2503.772994,3107.41326,0.406995863,-235.0695953,174.8593292,16.19801712,18.07000732,-8.646537781,25.55090141,0.157329157,6.796518326,-8.934713364,-3.144364595,-5.000678539,3.446308613,0.034862258,-3.630676031,-2.317780733,-1.100712657,1.989356279,1.395273685,3.131860733,-3.389783859,120.1853198,0.683360194,1
05TheInvisibleMan_02m_00s__03m_00s.mp3,2,3218.473648,3655.342559,6907.511499,0.490541726,-143.3348389,131.3875122,-24.25712967,43.21563721,1.921426654,21.78687859,-2.824159861,19.09235954,-4.457708359,8.790657997,-4.060292244,4.573574066,-6.129503727,1.294915318,-5.268743038,-1.186696887,-3.765253067,-3.132107496,-3.335870981,-2.616680384,120.1853198,0.52475137,1
05ThePot_02m_00s__03m_00s.mp3,2,2646.670831,3002.158763,5376.927053,0.579396248,-81.61355591,141.936554,-55.31535339,51.69147873,8.111051559,33.47982407,-2.826321602,19.81442642,-1.607436419,16.84116745,4.28627634,7.043180943,5.694775105,2.863636017,1.31921494,-2.427324295,-3.700157404,-4.981449604,5.037177086,-5.828558922,143.5546875,0.610053604,1
05YellowTeeth_02m_00s__03m_00s.mp3,5,3286.378497,3602.226805,7207.890857,0.459647834,-53.5021286,137.3555603,-42.91153336,51.46335602,-16.21304321,35.62215424,-17.92546844,25.15620613,-11.28348351,13.48295593,-2.025913477,6.509204388,0.67591387,4.804182053,-0.434308171,-1.928485155,1.590868831,-2.400058985,4.104199886,-3.166649818,123.046875,0.696317355,1
0604-FourHolesInTheGround_02m_00s__03m_00s.mp3,10,2628.587533,2866.614619,5152.525998,0.383198828,-100.9085693,152.873642,-54.7166748,40.47200394,-11.53774261,26.59514046,-9.707240105,17.13715553,-5.102605343,6.912108421,-1.382019877,3.435901642,0.192984268,-0.343687952,0.523007393,-3.553979397,2.960381985,-3.683633804,2.811200619,-2.766343594,132.5120192,0.756211281,1
06Dunsel_02m_00s__03m_00s.mp3,13,3438.6499,3526.957683,7184.587174,0.569699228,-43.8368454,124.5224915,-44.30604172,62.89153671,-8.986209869,30.45532608,-14.6288023,18.73419189,-4.613595486,15.98364067,2.778104305,9.266722679,0.42331624,5.717609406,3.407648325,-3.731882572,1.774292231,-3.158851624,4.071303368,-4.682549953,103.359375,0.661129529,1
06ExitStrategyofaWreckingBall_02m_00s__03m_00s.mp3,5,2399.393657,2692.44942,4646.556129,0.469843447,-91.75543213,161.2943878,-45.47689438,33.44371033,-1.302456617,26.54247665,-9.60216713,11.9192543,-0.57409662,1.851859093,3.236361027,2.176537991,-0.551437616,-3.128488302,3.355978489,-1.622878551,1.632107019,-3.060104132,0.018752305,-2.371923208,139.6748311,0.643927694,1
06LetMeEntertainYou_02m_00s__03m_00s.mp3,3,2972.4032,2765.327093,5682.082827,0.445537984,-149.6266022,139.6604004,-68.15775299,58.6468544,-8.842944145,22.55902672,-9.735738754,9.225283623,4.167122364,7.507090092,5.146632195,5.657666206,5.123157501,-3.467844725,2.797979355,-3.725447416,1.674521446,-0.79796499,-0.355290204,-6.82274437,139.6748311,0.713492175,1
06Money_02m_00s__03m_00s.mp3,13,2575.003279,2796.394995,4821.171286,0.477130353,-133.0825806,144.7399139,-50.22299194,48.55819702,5.242823601,33.9583168,-9.732175827,8.890685081,0.639798522,5.89192915,-0.258422494,-1.819283247,0.190027654,6.504632473,-0.116737261,-4.285702705,2.987051249,0.23763597,2.689932346,-5.024721622,126.0480183,0.577505295,1
06NeverEnough_02m_00s__03m_00s.mp3,1,3543.07654,3688.995165,7437.170106,0.500209749,-30.00936699,122.4880447,-47.31965637,59.37013245,-6.76138401,32.17712021,-12.28253746,28.03900146,-8.430006027,18.22197151,-1.489348888,10.04885387,-2.255325556,5.467700481,0.747256458,-3.443332434,-1.766992807,-0.87868011,2.049411535,-4.244454384,129.1992188,0.73434118,1
06Parabol_02m_00s__03m_00s.mp3,1,1262.648885,2110.604844,2476.385077,0.56894809,-344.3860474,178.6647949,-3.257698298,44.37516403,31.78540802,21.94701004,10.16287804,1.012162566,-3.953988075,2.041066408,-4.36250639,0.737114787,2.366879225,-4.39565897,-1.361926675,1.658187985,-2.283921003,-0.985619843,-1.739138842,-5.760267735,123.046875,0.790090744,1
06Plato'sTripartite_02m_00s__03m_00s.mp3,3,3029.339224,3185.028903,6223.666423,0.496295869,-33.16400146,146.1198273,-58.3189621,49.5583725,-17.37668419,29.3208313,-15.85158253,23.65746117,-3.767235518,10.98875999,2.906324148,-1.094403028,2.823567867,5.135791779,3.047118664,-0.401528329,0.485166192,-2.902294159,3.527738333,-3.144809961,129.1992188,0.736435143,1
06TheCountOfTuscany_02m_00s__03m_00s.mp3,12,2963.63992,3305.027374,6389.243515,0.544111729,-58.14007187,138.6184387,-44.24592972,65.74950409,-10.34182835,25.78666306,-9.456653595,19.77196693,-2.560548306,14.77552891,1.612563848,10.73564053,2.986703396,5.362472534,2.20258379,-1.07494998,3.116695404,-2.999578476,2.119642973,-3.873343706,107.6660156,0.645779233,1
06VelvetEmbracer_02m_00s__03m_00s.mp3,2,2816.395753,2951.172435,5609.622286,0.436710715,-121.1542816,136.7849579,-46.64653015,39.13766098,1.753545403,28.20734787,-9.127005577,8.438055992,-6.966851711,5.031023979,-3.689704657,4.766631603,3.018114805,1.077917933,1.368361354,0.824736893,-2.845241547,-8.972962379,0.899133861,-4.483607769,132.5120192,0.637306004,1
07ALifeEmbossed_02m_00s__03m_00s.mp3,3,3040.997521,3244.790161,6317.943443,0.576315939,-43.07689285,143.266098,-57.23391724,49.57546234,-16.60999107,29.93429565,-12.38178635,23.72414207,-5.126608372,16.2409687,2.429282665,3.142760515,3.348874807,3.53862977,5.38132906,0.880386293,3.836309671,-1.87184298,4.086034298,-3.121969461,143.5546875,0.660254708,1
07Aurora_02m_00s__03m_00s.mp3,5,1888.524459,2373.247286,3318.837738,0.316121101,-203.5279236,167.6694183,-23.07101059,7.895564079,1.397970676,15.10227871,-10.67169952,12.66432285,-2.290056944,-5.46183157,-7.675756931,-2.814276218,-1.372798204,-3.604096413,0.960740745,2.043107986,2.48196435,-3.416156292,-0.33143273,-2.555505753,120.1853198,0.637315088,1
07DigMe_02m_00s__03m_00s.mp3,0,2436.631591,2692.900661,4907.468192,0.449716806,-209.5712585,155.7747498,-34.05127716,47.71658707,-7.36797905,20.39234924,-9.339837074,5.767059326,-2.947627306,-6.531296253,-4.072594643,2.867706537,-2.529471397,-0.429991961,3.686112404,-2.042286396,-1.032229066,-3.786671877,3.67412591,-4.497651577,114.84375,0.583386561,1
07HookerWithAPenis_02m_00s__03m_00s.mp3,0,2608.677497,2950.993652,5447.471641,0.605925977,-91.92045593,147.0533295,-48.58852005,61.52527618,11.18458939,29.14669991,-7.475080013,12.57037449,1.300584197,5.51359129,2.23128891,5.181242943,1.394182205,0.617327392,-0.009875725,-4.727807045,-2.389839411,-3.601946831,-0.200104207,-5.177446365,123.046875,0.70897251,1
07LostKeys(BlameHofmann)_02m_00s__03m_00s.mp3,4,1834.305935,2079.527224,3649.913326,0.459837377,-196.6074982,191.270813,-55.6301384,39.58656693,10.76438046,3.806703806,-5.272363186,5.072664261,1.792262077,4.941169262,7.515425682,-6.518651009,-7.542685509,-4.007865429,-1.377373695,0.426753759,-3.683818579,-7.09454155,-3.487392187,-4.007797241,123.046875,0.773947505,1
07Parabola_02m_00s__03m_00s.mp3,11,3170.977851,3254.733579,6629.523981,0.607563198,-111.3506851,125.0776291,-48.4202919,52.00676727,14.91209507,33.34754181,-6.265706062,21.05623627,-2.234803677,12.91870403,-1.611277461,7.636441708,-1.435246825,1.820898533,-1.130160809,-1.824463725,-2.328865767,-3.136903524,-0.901064992,-4.825249672,135.9991776,0.620003299,1
07Parabola_03m_00s__04m_00s.mp3,0,3673.275775,3610.845554,7600.662697,0.660414219,-86.65345001,109.1516266,-48.36741638,60.3616066,9.482143402,39.40304947,-10.90128994,23.94172478,-4.223020554,14.72396564,-1.953624725,7.884631634,-1.958547711,3.964366674,0.891888738,-0.276222944,-0.602454543,-1.793517709,1.133155823,-4.576165676,132.5120192,0.630411243,1
07TheHowler_02m_00s__03m_00s.mp3,3,2706.881641,2772.776159,5481.422868,0.386389792,-180.5209198,132.8584595,-38.76181793,44.54941177,-4.470997334,12.50985909,-2.509923458,-0.021000439,-0.931047678,-4.788419247,-0.53925842,4.57576561,3.473766088,-2.949968815,-5.675363541,-5.741219997,-7.089218616,-7.316279888,-2.169362545,-6.878201008,120.1853198,0.451495136,1
07TheReignofUnendingTerror_02m_00s__03m_00s.mp3,9,3263.413397,3517.817235,7018.464841,0.609754622,-46.92819595,130.746994,-42.25322342,65.92218781,-10.6928978,35.4245224,-11.57734776,23.67445946,-4.308424473,16.29113388,-0.37907517,10.40326405,0.410676867,2.458913565,2.631294966,-4.658686638,2.055004358,-5.002369881,2.90813756,-7.451559067,132.5120192,0.64705935,1
07UsAndThem_02m_00s__03m_00s.mp3,2,1835.43487,2855.288848,3697.062264,0.422301322,-218.7406158,174.7027893,-1.656038404,36.71436691,-10.24153805,31.18872643,-15.09027481,8.373993874,-7.7391572,-0.748801351,-3.649112463,-1.436679959,-0.822769463,-5.355042458,-4.43174696,-4.986029148,-2.924176455,-2.14790678,0.881301284,-6.188803196,139.6748311,0.711781817,1
08AnyColourYouLike_02m_00s__03m_00s.mp3,1,1768.169197,2293.261739,3402.625185,0.507252336,-144.6876068,183.9258118,-43.55901718,31.1310463,3.149331808,28.57303238,0.852868378,3.985220194,5.865250111,4.282842159,4.684187889,3.062597513,5.292271137,1.155024409,-1.341929078,0.897764921,0.996796668,0.741644084,-1.499506354,-1.466615081,151.9990809,0.666115652,1
08Fracture_02m_00s__03m_00s.mp3,5,2394.013363,2676.06761,4704.03216,0.455600828,-292.8010864,134.9180908,-26.19920731,25.58995628,5.412578106,28.35641289,4.565846443,9.040763855,-7.084833622,3.814908743,1.494561672,-0.254705638,-3.501440763,-4.418543816,-1.148717999,-3.141008139,-0.044432718,-3.826286316,-0.058138199,-3.653571129,129.1992188,0.549401192,1
08Infralove_02m_00s__03m_00s.mp3,6,3348.423339,3426.160175,6993.360574,0.529387891,-60.93047714,131.7330017,-49.04456711,52.80502319,-10.99136066,30.05612755,-13.59110165,20.30103493,-0.769413173,16.15653419,-3.867383957,6.632276058,1.402801514,1.912810445,1.54843843,1.40657258,-0.573833108,-5.799293518,3.763761282,-6.178971291,109.9567819,0.626030766,1
08MassRapture_02m_00s__03m_00s.mp3,4,2815.502272,3222.23298,6020.65611,0.500550389,-39.05874252,149.839859,-49.25761032,49.65973663,-14.78937244,38.76179886,-12.5302124,19.50749016,-5.381646156,10.47628498,1.432098746,7.074814796,1.137838483,0.39968437,1.944727778,-1.719382524,3.14492178,-4.341899395,0.97713387,-6.170258999,139.6748311,0.597745537,1
08Mist_02m_00s__03m_00s.mp3,12,3134.39949,3377.234194,6620.799676,0.609431744,-48.99464417,136.7603149,-54.04396439,54.41848755,-12.86169338,35.88631821,-12.98432827,25.34978485,-5.423719883,16.51102448,1.911160827,1.302296638,2.686518431,5.325516224,5.242635727,-0.48047772,2.210031033,-3.326169968,3.928529263,-2.080016375,143.5546875,0.666785952,1
08RosettaStoned_02m_00s__03m_00s.mp3,1,2293.509095,2683.886294,4757.554813,0.643105268,-107.567894,152.8441162,-47.21208191,50.54817963,13.31809807,22.0696888,3.088564396,17.72455597,1.989238381,14.60259056,7.684421062,5.756141663,6.381130219,3.533900261,3.980881453,0.115262687,-2.570838451,-3.316375971,3.695076227,-3.231803656,114.84375,0.584400742,1
08Termites_02m_00s__03m_00s.mp3,7,3051.400301,3240.043868,6356.985653,0.516790628,-45.98272705,137.1795959,-50.15213776,61.80480957,-11.69460964,27.98397255,-10.04819012,20.95115471,-1.819536567,13.66974831,-0.920929313,7.36508894,1.813588977,3.606667757,4.18759203,-3.614163876,1.998511314,-6.410925388,2.312489033,-6.212688446,147.65625,0.676558431,1
08TheProphetsSong_02m_00s__03m_00s.mp3,2,2634.258867,2768.690709,5182.157585,0.499664873,-147.0639191,149.5738525,-50.73579407,59.99005508,-7.423697948,13.64776516,-4.953364372,19.32538605,6.575008392,2.619573116,4.396891117,10.29075813,2.942938089,-0.189092234,1.115996957,-7.584392071,0.537848294,-0.124860041,3.179421186,-5.603906155,139.6748311,0.734506032,1
08Ticks&Leeches_02m_00s__03m_00s.mp3,16,3916.355305,3813.133046,7988.514253,0.629060507,-80.82556915,103.3293228,-53.05597687,53.85022354,10.02828884,36.59932327,-13.2720108,22.16357422,-7.139650345,20.1084938,1.781336904,10.79669476,-1.583555937,9.527276039,2.213210583,1.581656933,-1.05381763,-0.398024321,1.791445971,-5.005819798,107.6660156,0.665610649,1
09BrainDamage_02m_00s__03m_00s.mp3,2,2139.891361,2700.703536,4332.218854,0.489023566,-183.2911987,170.7942047,-28.62307167,24.39660454,3.623382092,27.80464745,-7.118713856,13.47387981,-1.553693056,3.27224946,0.578129828,5.519877911,2.880992413,-1.594078302,-1.404688716,-0.788982987,-1.598337889,-3.025494814,-0.065169297,-5.392153263,132.5120192,0.728359204,1
09HoneyTrapAftermath_02m_00s__03m_00s.mp3,10,3039.906778,3336.062566,6499.989274,0.525958896,-53.63409805,137.14534,-45.82647324,49.46900558,-13.63083363,34.66431046,-11.24759483,21.27734375,-0.429697424,11.02326202,-1.743870974,7.687000275,2.999186039,-0.0579939,0.305013567,-2.56741333,-0.895437717,-5.116676331,0.878437996,-3.474379063,93.96306818,0.529933464,1
09Intension_02m_00s__03m_00s.mp3,0,1048.112296,2106.424753,1996.470645,0.603959858,-214.5607758,166.3248138,0.7845909,43.5155983,34.5887146,39.99308014,13.94314766,12.17077541,7.015017509,7.155901909,9.909645081,3.375254631,3.076908827,3.613360643,2.077478647,-4.201825142,-2.577497005,1.008878589,0.928391516,0.851422548,95.703125,0.638182372,1
09Intension_03m_00s__04m_00s.mp3,0,1606.041509,2801.942541,3306.744317,0.572860658,-210.0293274,149.1739044,2.711189032,32.14478302,19.41810608,37.77542496,1.126451492,16.79361725,3.384832144,8.142850876,6.893873215,5.365599155,3.861765623,1.987281084,2.101468563,-2.470929861,-0.890124738,-0.435308248,-0.38650009,-1.895385385,95.703125,0.569510692,1
09Jimmy_02m_00s__03m_00s.mp3,2,2292.242937,2836.154221,4874.985547,0.546637177,-127.8226242,154.0150146,-43.88952637,56.64912796,12.64317799,29.41931534,-1.220595479,13.88205814,-0.039214443,7.005690575,-0.553371131,5.447133541,1.168753505,-0.458984464,1.418707728,-4.30227375,0.33003363,-2.483192682,-0.269929707,-4.194542408,129.1992188,0.639883005,1
09Lateralus_02m_00s__03m_00s.mp3,0,2666.203773,3129.839617,5593.992072,0.63251245,-132.1844482,131.8520203,-35.64891815,47.37605667,17.05379868,30.30973053,-1.180090666,19.48039055,1.742053747,13.06173229,-1.099065065,8.963041306,0.936157763,5.487365246,3.269398928,-0.423584968,-0.255890042,-0.388000667,3.155311584,-2.605847597,120.1853198,0.431673153,1
09Lateralus_03m_00s__04m_00s.mp3,0,2492.332233,3151.046042,5419.004839,0.66806972,-173.2745819,127.2269592,-24.03628349,51.56517029,20.69400024,31.98928452,5.476418018,19.49175453,6.537859917,13.73096657,0.800155401,9.836288452,1.99930346,4.906908035,4.455021381,-0.309477717,0.285292029,-0.437756419,1.411794066,-2.041121006,123.046875,0.406573923,1
09Tongue-Splitter_02m_00s__03m_00s.mp3,5,3199.09632,3355.201581,6642.437025,0.638472438,-47.72229004,128.0532684,-47.98916626,66.94155121,-3.677005768,29.6080246,-7.707166672,23.41082001,-2.851056099,14.37119579,2.743181705,7.542957306,1.447141647,5.523407459,4.737364292,-3.089555025,3.080612421,-2.745927572,3.310833931,-3.535815239,147.65625,0.660036251,1
09Underbite_02m_00s__03m_00s.mp3,10,3034.994806,3219.905853,6138.351457,0.447511464,-43.48600769,143.7108307,-57.72138977,50.963871,-12.5131073,33.01749039,-16.38931465,21.66542625,-8.452942848,14.17026234,-0.539492846,1.113100052,-0.466137558,1.965923548,4.330935001,-0.727659285,4.165498257,-0.831528127,4.741910934,-4.053237915,117.4538352,0.740552421,1
09WeddingMarchforaBullet_02m_00s__03m_00s.mp3,13,3459.984356,3487.940336,7192.964669,0.502767563,-40.57133102,127.1703796,-50.77217102,54.03019333,-13.15798092,33.6175499,-15.49318027,19.69920349,-3.792638063,16.77300072,-1.586947322,8.491098404,4.106362343,1.715130925,1.288009286,0.719100714,-0.32142359,-7.611463547,3.323841333,-6.362772465,114.84375,0.672403735,1
10AnimalBones_02m_00s__03m_00s.mp3,6,3000.713893,3175.319044,6154.848233,0.446700186,-29.1625843,148.35112,-61.64091873,50.733078,-20.68841743,32.27711487,-12.78937531,25.71154594,-4.271718025,15.44573975,0.469923019,1.821588635,1.977300525,4.340035915,4.497770786,1.155503035,4.113336563,-1.238977313,5.677370548,-2.551645041,135.9991776,0.73732585,1
10Disposition_02m_00s__03m_00s.mp3,3,1470.258464,1876.222841,3079.689455,0.528713644,-256.9437866,187.4486084,-39.39419174,32.07694244,42.36883163,10.02054691,4.380545616,6.618217945,2.380772591,5.980690002,-0.508781493,1.569557786,4.079561234,-0.759587705,1.118265629,-1.310210943,-7.828661919,-6.986341476,-5.530974865,-5.558948994,117.4538352,0.421805893,1
10Disposition_03m_00s__04m_00s.mp3,1,1226.51866,1819.600114,2554.703886,0.542450488,-278.0804443,185.3191528,-21.5125351,27.75751495,36.15310669,11.4692955,10.42613125,12.50799465,6.063637733,7.084612846,0.329553664,3.474591494,8.915794373,3.980273247,0.614737391,-1.653058887,-5.674622536,-8.039282799,-7.15306282,-4.993636131,117.4538352,0.392185025,1
10OfKaliMaCalibre_02m_00s__03m_00s.mp3,1,2301.890284,2682.508245,4632.900521,0.510733068,-96.00502014,163.7706451,-45.91834259,39.97782135,5.163047314,26.60739899,-9.091418266,15.91349316,-1.812175274,5.860566139,3.160472155,0.788427413,-1.090257525,-2.640360117,1.780080676,-2.93219471,1.66300261,-2.139611244,0.657868683,-4.136942387,120.1853198,0.70644759,1
10RightInTwo_02m_00s__03m_00s.mp3,1,1680.061228,2162.740693,3263.894535,0.51101023,-186.1187134,182.0384369,-33.29128647,14.2789526,24.46672821,25.35015869,-0.241038829,12.62399101,1.569720387,2.149367809,1.742046952,-0.369495422,-0.509847999,-1.499376178,1.330056906,-2.710043192,-3.433610439,-5.454857826,-0.333767831,-5.713841915,117.4538352,0.606783692,1
10RightInTwo_03m_00s__04m_00s.mp3,1,2350.171552,2858.983739,4902.075975,0.608085096,-110.8607101,150.628479,-41.82677841,43.22486115,9.419960976,37.93477249,-2.989300013,15.2807312,0.230523705,10.93466568,6.608286858,7.272843361,6.498521805,3.017481089,5.413640976,-1.15891242,-1.625074387,-4.816869736,2.525416136,-4.420173168,120.1853198,0.639155032,1
10SexTapes_02m_00s__03m_00s.mp3,6,2891.736707,3228.6421,6207.757097,0.562670052,-52.95579529,141.536377,-41.47091293,62.20684433,-8.902603149,29.8076992,-7.928878784,19.08023453,-2.067148447,13.01272583,2.044244528,5.77175951,0.554463327,1.137804866,2.651206732,-4.768030643,1.382763982,-3.840108156,3.177212238,-4.796074867,129.1992188,0.585797325,1
11Pushit_02m_00s__03m_00s.mp3,5,2642.92431,3296.70821,5850.675892,0.530220211,-149.2463684,130.3526764,-28.90053177,60.6111908,15.16718292,26.79683304,-6.07544899,17.01122856,2.522450209,7.574613571,3.395060539,9.035095215,0.351262569,2.383047342,3.821056128,-2.144128561,-0.105512217,-2.554369926,-1.464576602,-3.717559338,126.0480183,0.557611639,1
11Reflection_02m_00s__03m_00s.mp3,2,1385.250115,2040.738137,2917.876081,0.619506538,-207.6442719,185.6212006,-23.73418999,24.76432419,34.05234909,17.24534416,8.578050613,11.09833145,3.964824438,5.478033543,-1.836063743,0.521135688,6.181568146,7.838083744,3.409016609,1.077560425,-2.809754848,-0.854344189,2.998297691,-0.563856661,123.046875,0.471875275,1
11Skies_02m_00s__03m_00s.mp3,6,3117.633688,3247.53175,6276.589195,0.461083233,-21.8389492,142.9385986,-61.72199631,54.30789185,-16.11343002,32.62456894,-15.06740475,26.30430794,-8.500118256,14.6893816,0.188453421,0.650255501,-0.514051676,4.549462318,4.210319519,0.031254016,1.929740071,-3.553880453,4.241569519,-5.176621437,123.046875,0.742705879,1
"11ToPorter,withLove_02m_00s__03m_00s.mp3",4,3284.121074,3384.655531,6868.55857,0.604937077,-58.53132248,123.7613907,-49.29902267,66.23778534,-8.563539505,28.0605526,-10.01974583,23.04826164,-2.380322933,14.43188381,2.997569323,8.506548882,3.315119982,4.738482475,7.571539879,-4.698627949,1.1014359,-6.844338894,2.614481688,-5.843013287,120.1853198,0.672363018,1
11VigintiTres_02m_00s__03m_00s.mp3,0,1277.332107,1714.48037,2165.0763,0.605556428,-315.0996704,212.7574005,-17.78457832,5.828011036,-2.375995159,13.1623497,-2.592477322,3.980522394,10.22195148,-9.264774323,10.27272797,-1.075143218,-1.948912263,2.706809521,-7.433909416,1.709578395,-2.084883928,2.65263176,-0.164552435,-4.725876808,123.046875,0.873794784,1
11ZodiacVirtues_02m_00s__03m_00s.mp3,0,2294.494892,3207.581921,5118.97436,0.563337564,-179.5204468,136.0441284,-4.648048878,46.75508881,3.194047451,34.1183548,5.020264149,20.76314545,4.309909821,10.79570198,5.387277126,6.511559486,4.792128563,5.390152454,2.868629456,0.521193564,-3.204699993,-4.117689133,0.020705288,-3.178595066,112.3471467,0.435881018,1
12Don'tStopMeNow_02m_00s__03m_00s.mp3,2,3303.515267,3043.812624,6378.378978,0.491830498,-126.2957611,123.7603073,-61.21970749,58.62475204,-7.660100937,29.68803215,-5.992223263,20.51402092,6.614264965,5.233432293,2.021453142,5.00858736,2.058520555,-1.751440763,7.177852631,-3.348582268,2.322521448,1.327888727,2.138235331,-2.910354376,156.6051136,0.63812085,1
