,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
3,0,0.003322259,0.016611296,0.03986711,0.033222591,0.026578073,0.023255814,0.046511628,0.063122924,0.093023256,0.083056478,0.063122924,0.059800664,0.059800664,0.07641196,0.066445183,0.066445183,0.046511628,0.029900332,0.043189369,0.029900332,0.023255814,0.006644518,0
4,0.001213592,0.006067961,0.019417476,0.023058252,0.027912621,0.04368932,0.049757282,0.060679612,0.07038835,0.053398058,0.07038835,0.084951456,0.071601942,0.078883495,0.055825243,0.059466019,0.04368932,0.037621359,0.047330097,0.035194175,0.026699029,0.019417476,0.008495146,0.004854369
5,0.001290323,0.008387097,0.010322581,0.029677419,0.028387097,0.052903226,0.044516129,0.07483871,0.064516129,0.076774194,0.062580645,0.081290323,0.069032258,0.066451613,0.056774194,0.054193548,0.059354839,0.036774194,0.04516129,0.025806452,0.027096774,0.011612903,0.009677419,0.002580645
6,0.002596279,0.009519688,0.01254868,0.0263955,0.035482475,0.04456945,0.04456945,0.057118131,0.059281696,0.065772393,0.068368672,0.066637819,0.074859368,0.070532237,0.069234098,0.051925573,0.06533968,0.051060147,0.037213328,0.034184336,0.028126352,0.011683254,0.009952402,0.003028992
7,0.002556727,0.012144455,0.015659955,0.027165229,0.033876638,0.043783957,0.051454139,0.063279003,0.057206775,0.056887184,0.069990412,0.074464685,0.073505912,0.067114094,0.067433685,0.058485139,0.056567593,0.046340684,0.037072547,0.035794183,0.022690956,0.015340364,0.007670182,0.0035155
8,0.002988048,0.00747012,0.017181275,0.020916335,0.028635458,0.043575697,0.043824701,0.056772908,0.061503984,0.068974104,0.061503984,0.071713147,0.075946215,0.078187251,0.065737052,0.055278884,0.057768924,0.052041833,0.041832669,0.035856574,0.02564741,0.013695219,0.007968127,0.00498008
9,0.003618561,0.009365688,0.015538527,0.023839932,0.02639421,0.04789272,0.044487016,0.057684121,0.060876969,0.066198382,0.073222648,0.076202639,0.070455513,0.070242656,0.070242656,0.057045551,0.055129842,0.046615581,0.044699872,0.03192848,0.022562793,0.014687101,0.008514261,0.002554278
10,0.001949663,0.007089685,0.014356611,0.026231833,0.033321517,0.04023396,0.052286423,0.057603687,0.064516129,0.071428571,0.071605814,0.067174761,0.069301666,0.064338887,0.065934066,0.066997519,0.055831266,0.048387097,0.040588444,0.031194612,0.021446296,0.017192485,0.007621411,0.0033676
11,0.004932588,0.007398882,0.017099638,0.020716869,0.032390661,0.041598159,0.05343637,0.058697797,0.06149293,0.063959224,0.073988819,0.082209799,0.066754357,0.068562973,0.062479448,0.059026636,0.061164091,0.050970076,0.038309767,0.030746465,0.019730352,0.014140085,0.007892141,0.002301874
12,0.003095017,0.008666048,0.01454658,0.025843392,0.031414423,0.041473228,0.048282266,0.056484061,0.060352832,0.065150108,0.072578149,0.073042402,0.077684927,0.069483132,0.067780873,0.05818632,0.05632931,0.050139276,0.041008976,0.030795419,0.021974621,0.013153822,0.009904054,0.002630764
13,0.00273067,0.006323656,0.016527738,0.02400115,0.035642426,0.040097729,0.048577177,0.053894797,0.063380282,0.063524001,0.068123024,0.071428571,0.076602472,0.072722047,0.067691865,0.066829549,0.05863754,0.045990227,0.04268468,0.027881575,0.021414199,0.015665421,0.006611095,0.003018109
14,0.002660319,0.008681042,0.017642117,0.021562588,0.033604032,0.038924671,0.048305797,0.059647158,0.060627275,0.070848502,0.074068888,0.068048166,0.070848502,0.067908149,0.063567628,0.063427611,0.059647158,0.049005881,0.040044805,0.027723327,0.025203024,0.015821899,0.009801176,0.002380286
15,0.002927237,0.009199888,0.013799833,0.022442152,0.029829941,0.043769166,0.048647895,0.059520491,0.062865905,0.059520491,0.068580987,0.075132423,0.074714246,0.065932534,0.065096181,0.06133259,0.058823529,0.05018121,0.042096459,0.032896571,0.025369389,0.015890716,0.009478673,0.001951491
16,0.003076923,0.008058608,0.015677656,0.022710623,0.030915751,0.037362637,0.047619048,0.052454212,0.063150183,0.065934066,0.074432234,0.072527473,0.076923077,0.071501832,0.071501832,0.05978022,0.055531136,0.045714286,0.045567766,0.030915751,0.023296703,0.015677656,0.006593407,0.003076923
17,0.00347905,0.009075783,0.018605355,0.024050824,0.032067766,0.036454394,0.049916805,0.05808501,0.060656482,0.070186054,0.073816367,0.072606262,0.07048858,0.069127212,0.064286795,0.057933747,0.061715323,0.047496597,0.039177129,0.030857661,0.023143246,0.015731357,0.008621994,0.002420209
18,0.002488388,0.009455873,0.01526211,0.023556735,0.031685468,0.03782349,0.04777704,0.056735236,0.065859323,0.065361646,0.070006636,0.065361646,0.076642336,0.065859323,0.067518248,0.064200398,0.055408096,0.054412741,0.040643663,0.033676178,0.02455209,0.015759788,0.0066357,0.00331785
19,0.002655807,0.006905099,0.016643059,0.020538244,0.031692635,0.04072238,0.046565156,0.054886686,0.063208215,0.0601983,0.065332861,0.080205382,0.070644476,0.070467422,0.073123229,0.064624646,0.05276204,0.049752125,0.041076487,0.036473088,0.02266289,0.015934844,0.010092068,0.002832861
20,0.002517306,0.007551919,0.016152717,0.022655758,0.031256555,0.037130271,0.042584435,0.054122089,0.057898049,0.070904133,0.07006503,0.067757499,0.076148521,0.070484581,0.075519194,0.07006503,0.058737151,0.045940843,0.040067128,0.03104678,0.022655758,0.015733166,0.011537655,0.001468429
21,0.002965159,0.009389671,0.014084507,0.022732889,0.034346429,0.039041265,0.044971584,0.057573511,0.064492216,0.058561898,0.07734124,0.068939956,0.070916728,0.074376081,0.067704472,0.061032864,0.055349642,0.048678033,0.038547072,0.040029652,0.025203855,0.014825797,0.007659995,0.001235483
22,0.005415737,0.011787193,0.016247212,0.021981523,0.032812998,0.042370182,0.046511628,0.062440268,0.05925454,0.070404587,0.068811723,0.075820325,0.071678879,0.068493151,0.06498885,0.052245938,0.053838802,0.050971647,0.039821599,0.030264415,0.025804396,0.014972921,0.009238611,0.003822874
23,0.003046127,0.007397737,0.016971279,0.027415144,0.03002611,0.046562228,0.049173194,0.052219321,0.054830287,0.069625762,0.070931245,0.07745866,0.075282855,0.072236728,0.065709312,0.060922541,0.054830287,0.04743255,0.042645779,0.026979983,0.019582245,0.014360313,0.010879025,0.003481288
24,0.005988024,0.007984032,0.015968064,0.024617432,0.0332668,0.035262808,0.045242848,0.054557552,0.066533599,0.064537591,0.067198935,0.062541583,0.073186959,0.061210912,0.078509647,0.063872255,0.05322688,0.04324684,0.047904192,0.039254824,0.027944112,0.011976048,0.013972056,0.001996008
25,0.004711425,0.007067138,0.00942285,0.020023557,0.030624264,0.049469965,0.044758539,0.061248528,0.06360424,0.056537102,0.069493522,0.081272085,0.061248528,0.075382803,0.060070671,0.080094229,0.058892815,0.045936396,0.035335689,0.027090695,0.020023557,0.028268551,0.002355713,0.007067138
26,0,0.003636364,0.007272727,0.04,0.021818182,0.025454545,0.043636364,0.087272727,0.050909091,0.058181818,0.065454545,0.065454545,0.054545455,0.054545455,0.058181818,0.069090909,0.094545455,0.047272727,0.065454545,0.032727273,0.010909091,0.021818182,0.018181818,0.003636364
